Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2016,Synthesis and degradation of ketone bodies Homo sapiens hsa00072,1/10,0.0450690923255239,0.2097374978815033,0,0,24.296703296703296,75.30905521028181,HMGCS2
KEGG_2016,Adherens junction Homo sapiens hsa04520,2/74,0.0456571423959735,0.2097374978815033,0,0,6.122222222222222,18.896821872884065,CSNK2A1;TGFBR2
KEGG_2016,Calcium signaling pathway Homo sapiens hsa04020,3/180,0.050332330076113,0.22190053641928,0,0,3.757569986669206,11.231781242526326,OXTR;GRIN2A;SPHK1
KEGG_2016,Complement and coagulation cascades Homo sapiens hsa04610,2/79,0.0513239335935749,0.22190053641928,0,0,5.723232323232323,16.99569979754316,PLAU;PLAT
KEGG_2016,ECM-receptor interaction Homo sapiens hsa04512,2/82,0.0548389594885617,0.2303236298519593,0,0,5.507777777777778,15.991030834613523,COMP;SPP1
KEGG_2016,Gap junction Homo sapiens hsa04540,2/88,0.0621139545299055,0.2338751209301484,0,0,5.121963824289406,14.232834220560123,TUBB2B;PDGFA
KEGG_2016,GABAergic synapse Homo sapiens hsa04727,2/88,0.0621139545299055,0.2338751209301484,0,0,5.121963824289406,14.232834220560123,GABARAPL1;ABAT
KEGG_2016,Ribosome biogenesis in eukaryotes Homo sapiens hsa03008,2/89,0.0633569713592809,0.2338751209301484,0,0,5.062835249042146,13.968212253656654,CSNK2A1;NVL
KEGG_2016,cAMP signaling pathway Homo sapiens hsa04024,3/199,0.0640824138814516,0.2338751209301484,0,0,3.390048154093098,9.314446498619215,OXTR;GRIN2A;ATP1A2
KEGG_2016,mRNA surveillance pathway Homo sapiens hsa03015,2/91,0.0658682314274231,0.2338751209301484,0,0,4.94856429463171,13.46058491856665,PPP2R2C;NCBP2
KEGG_2016,Focal adhesion Homo sapiens hsa04510,3/202,0.0663973675573761,0.2338751209301484,0,0,3.33843374174242,9.054159035127729,COMP;SPP1;PDGFA
KEGG_2016,Glycosaminoglycan biosynthesis - keratan sulfate Homo sapiens hsa00533,1/15,0.0668442628656717,0.2338751209301484,0,0,15.615384615384617,42.24570226347746,B4GALT3
KEGG_2016,NF-kappa B signaling pathway Homo sapiens hsa04064,2/93,0.0684124503401114,0.2338751209301484,0,0,4.839316239316239,12.980016187050536,CSNK2A1;PLAU
KEGG_2016,Phenylalanine metabolism Homo sapiens hsa00360,1/17,0.0754161609714499,0.2519585377909804,0,0,13.662087912087912,35.31285890817634,AOC3
KEGG_2016,Chagas disease (American trypanosomiasis) Homo sapiens hsa05142,2/104,0.0829595651234491,0.2710012460699339,0,0,4.315032679738562,10.741850797794058,PPP2R2C;TGFBR2
KEGG_2016,Steroid biosynthesis Homo sapiens hsa00100,1/20,0.0881281800641533,0.2816270102050118,0,0,11.50318102949682,27.94080032839929,CEL
KEGG_2016,Terpenoid backbone biosynthesis Homo sapiens hsa00900,1/22,0.0965066591594856,0.3018399765200932,0,0,10.406593406593409,24.332106297541305,HMGCS2
KEGG_2016,Proximal tubule bicarbonate reclamation Homo sapiens hsa04964,1/23,0.1006672981685322,0.3020018945055966,0,0,9.933066933066932,22.80566884833423,ATP1A2
KEGG_2016,Renin-angiotensin system Homo sapiens hsa04614,1/23,0.1006672981685322,0.3020018945055966,0,0,9.933066933066932,22.80566884833423,MME
KEGG_2016,Sphingolipid signaling pathway Homo sapiens hsa04071,2/120,0.1055979300081014,0.3077086784045659,0,0,3.726930320150659,8.378573584715935,PPP2R2C;SPHK1
KEGG_2016,Oocyte meiosis Homo sapiens hsa04114,2/123,0.1100127516620541,0.3077086784045659,0,0,3.633976124885216,8.02076309422821,CCNE2;CPEB3
KEGG_2016,Pathways in cancer Homo sapiens hsa05200,4/397,0.1105686821519523,0.3077086784045659,0,0,2.257113115891742,4.970430307982276,CCNE2;TGFA;PDGFA;TGFBR2
KEGG_2016,AMPK signaling pathway Homo sapiens hsa04152,2/124,0.1114951943202194,0.3077086784045659,0,0,3.604007285974499,7.906376720337424,GYS1;PPP2R2C
KEGG_2016,Glycosphingolipid biosynthesis - lacto and neolacto series Homo sapiens hsa00601,1/26,0.1130358410465752,0.3077086784045659,0,0,8.73978021978022,19.05316077984729,B4GALT3
KEGG_2016,Dopaminergic synapse Homo sapiens hsa04728,2/129,0.1189851227993038,0.3143742922159382,0,0,3.461242344706912,7.368143219898346,GRIN2A;PPP2R2C
KEGG_2016,Cytokine-cytokine receptor interaction Homo sapiens hsa04060,3/265,0.1231042869185102,0.3143742922159382,0,0,2.5275752637447466,5.294571105113151,IL18;PDGFA;TGFBR2
KEGG_2016,FoxO signaling pathway Homo sapiens hsa04068,2/133,0.1250657053665541,0.3143742922159382,0,0,3.354877014418999,6.97450762693261,GABARAPL1;TGFBR2
KEGG_2016,Galactose metabolism Homo sapiens hsa00052,1/30,0.1292658545119819,0.3143742922159382,0,0,7.532777567260326,15.411189911294056,HK3
KEGG_2016,Measles Homo sapiens hsa05162,2/136,0.1296746953672962,0.3143742922159382,0,0,3.279270315091211,6.698651743512782,CSNK2A1;CCNE2
KEGG_2016,Other types of O-glycan biosynthesis Homo sapiens hsa00514,1/31,0.1332772425291747,0.3143742922159382,0,0,7.281318681318681,14.674214761648551,B4GALT3
KEGG_2016,Insulin signaling pathway Homo sapiens hsa04910,2/139,0.1343231140042362,0.3143742922159382,0,0,3.206974858069749,6.438024742602058,HK3;GYS1
KEGG_2016,Neuroactive ligand-receptor interaction Homo sapiens hsa04080,3/277,0.1354413792666344,0.3143742922159382,0,0,2.4154022799967194,4.828911748378448,OXTR;GRIN2A;NPY2R
KEGG_2016,Propanoate metabolism Homo sapiens hsa00640,1/32,0.1372703504831446,0.3143742922159382,0,0,7.046082949308755,13.992132211437523,ABAT
KEGG_2016,Fructose and mannose metabolism Homo sapiens hsa00051,1/32,0.1372703504831446,0.3143742922159382,0,0,7.046082949308755,13.992132211437523,HK3
KEGG_2016,Parkinson's disease Homo sapiens hsa05012,2/142,0.139009040775755,0.3143742922159382,0,0,3.137777777777778,6.191514277015729,UCHL1;UBE2L3
KEGG_2016,Tyrosine metabolism Homo sapiens hsa00350,1/35,0.1491408159540994,0.3321772718977669,0,0,6.4234001292824825,12.222859084947466,AOC3
KEGG_2016,Hippo signaling pathway Homo sapiens hsa04390,2/153,0.156481818908878,0.3368024600489465,0,0,2.907579102281089,5.393022637684028,PPP2R2C;TGFBR2
KEGG_2016,MicroRNAs in cancer Homo sapiens hsa05206,3/297,0.1568975361878555,0.3368024600489465,0,0,2.248796147672552,4.165135495565938,CCNE2;PLAU;PDGFA
KEGG_2016,Phagosome Homo sapiens hsa04145,2/154,0.1580909506352198,0.3368024600489465,0,0,2.8883040935672515,5.327721755521028,COMP;TUBB2B
KEGG_2016,Regulation of autophagy Homo sapiens hsa04140,1/39,0.1647171386488941,0.3394430188495916,0,0,5.746096009253904,10.363231180423412,GABARAPL1
KEGG_2016,Aldosterone-regulated sodium reabsorption Homo sapiens hsa04960,1/39,0.1647171386488941,0.3394430188495916,0,0,5.746096009253904,10.363231180423412,ATP1A2
KEGG_2016,"Glycine, serine and threonine metabolism Homo sapiens hsa00260",1/40,0.1685669413334706,0.3394430188495916,0,0,5.598478444632291,9.967656037632254,AOC3
KEGG_2016,Nicotine addiction Homo sapiens hsa05033,1/40,0.1685669413334706,0.3394430188495916,0,0,5.598478444632291,9.967656037632254,GRIN2A
KEGG_2016,Alzheimer's disease Homo sapiens hsa05010,2/168,0.1809242272880326,0.3594035325856865,0,0,2.6428380187416334,4.518399293798704,GRIN2A;MME
KEGG_2016,Ether lipid metabolism Homo sapiens hsa00565,1/45,0.187554257381389,0.3676063444675225,0,0,4.961038961038961,8.303226925237576,EPT1
KEGG_2016,Sphingolipid metabolism Homo sapiens hsa00600,1/47,0.1950285209072773,0.369807540126297,0,0,4.7448638318203535,7.755999353593824,SPHK1
KEGG_2016,Tuberculosis Homo sapiens hsa05152,2/178,0.1975247242691877,0.369807540126297,0,0,2.491414141414141,4.040803459556901,SPHK1;IL18
KEGG_2016,Type II diabetes mellitus Homo sapiens hsa04930,1/48,0.1987401065984861,0.369807540126297,0,0,4.643675473462707,7.503052567402758,HK3
KEGG_2016,Amino sugar and nucleotide sugar metabolism Homo sapiens hsa00520,1/48,0.1987401065984861,0.369807540126297,0,0,4.643675473462707,7.503052567402758,HK3
KEGG_2016,Cocaine addiction Homo sapiens hsa05030,1/49,0.2024347639912458,0.3719738788339142,0,0,4.5467032967032965,7.262620120354334,GRIN2A
KEGG_2016,Amyotrophic lateral sclerosis (ALS) Homo sapiens hsa05014,1/51,0.2097735989300289,0.3807002350952376,0,0,4.364395604395605,6.815991967085185,GRIN2A
KEGG_2016,Legionellosis Homo sapiens hsa05134,1/55,0.2242514661667607,0.3971682593555883,0,0,4.04029304029304,6.040186540994887,IL18
KEGG_2016,Pathogenic Escherichia coli infection Homo sapiens hsa05130,1/55,0.2242514661667607,0.3971682593555883,0,0,4.04029304029304,6.040186540994887,TUBB2B
KEGG_2016,Non-small cell lung cancer Homo sapiens hsa05223,1/56,0.2278297445070806,0.3987020528873911,0,0,3.966633366633367,5.867272176277879,TGFA
KEGG_2016,NOD-like receptor signaling pathway Homo sapiens hsa04621,1/57,0.2313916959996101,0.4001715213169729,0,0,3.895604395604396,5.701775470895719,IL18
KEGG_2016,VEGF signaling pathway Homo sapiens hsa04370,1/61,0.2454777018783458,0.40751046150392,0,0,3.635164835164835,5.105767727514099,SPHK1
KEGG_2016,Colorectal cancer Homo sapiens hsa05210,1/62,0.2489591176781075,0.40751046150392,0,0,3.575391821293461,4.9714628451688165,TGFBR2
KEGG_2016,Synaptic vesicle cycle Homo sapiens hsa04721,1/63,0.2524246437833451,0.40751046150392,0,0,3.517546969159872,4.842404707207916,DNM3
KEGG_2016,Rap1 signaling pathway Homo sapiens hsa04015,2/211,0.25333061691132,0.40751046150392,0,0,2.094524189261032,2.875907084095243,GRIN2A;PDGFA
KEGG_2016,Cytosolic DNA-sensing pathway Homo sapiens hsa04623,1/64,0.2558743518777829,0.40751046150392,0,0,3.4615384615384617,4.718314966043425,IL18
KEGG_2016,Inflammatory bowel disease (IBD) Homo sapiens hsa05321,1/65,0.2593083134643107,0.40751046150392,0,0,3.40728021978022,4.59893397345179,IL18
KEGG_2016,Long-term potentiation Homo sapiens hsa04720,1/66,0.2627265995764594,0.40751046150392,0,0,3.3546914623837703,4.484019267557801,GRIN2A
KEGG_2016,Renal cell carcinoma Homo sapiens hsa05211,1/66,0.2627265995764594,0.40751046150392,0,0,3.3546914623837703,4.484019267557801,TGFA
KEGG_2016,Amphetamine addiction Homo sapiens hsa05031,1/67,0.2661292809821518,0.40751046150392,0,0,3.303696303696304,4.3733441967700015,GRIN2A
KEGG_2016,Central carbon metabolism in cancer Homo sapiens hsa05230,1/67,0.2661292809821518,0.40751046150392,0,0,3.303696303696304,4.3733441967700015,HK3
KEGG_2016,Glycolysis / Gluconeogenesis Homo sapiens hsa00010,1/67,0.2661292809821518,0.40751046150392,0,0,3.303696303696304,4.3733441967700015,HK3
KEGG_2016,p53 signaling pathway Homo sapiens hsa04115,1/69,0.2728881112535999,0.4124997831800335,0,0,3.206205559146736,4.163878052238306,CCNE2
KEGG_2016,Thyroid hormone synthesis Homo sapiens hsa04918,1/71,0.2795853641720171,0.4124997831800335,0,0,3.1142857142857143,3.968994002825608,ATP1A2
KEGG_2016,Melanoma Homo sapiens hsa05218,1/71,0.2795853641720171,0.4124997831800335,0,0,3.1142857142857143,3.968994002825608,PDGFA
KEGG_2016,Ras signaling pathway Homo sapiens hsa04014,2/227,0.2806120974013834,0.4124997831800335,0,0,1.944,2.47040020726584,GRIN2A;PDGFA
KEGG_2016,Chronic myeloid leukemia Homo sapiens hsa05220,1/73,0.2862215945871041,0.4165799445970723,0,0,3.027472527472528,3.78733471438743,TGFBR2
KEGG_2016,Gastric acid secretion Homo sapiens hsa04971,1/74,0.2895169984081981,0.4172450859412266,0,0,2.9858497666716843,3.701084003618975,ATP1A2
KEGG_2016,Bacterial invasion of epithelial cells Homo sapiens hsa05100,1/78,0.3025487943544769,0.4276410843279626,0,0,2.8301698301698304,3.3835040058834798,DNM3
KEGG_2016,Cardiac muscle contraction Homo sapiens hsa04260,1/78,0.3025487943544769,0.4276410843279626,0,0,2.8301698301698304,3.3835040058834798,ATP1A2
KEGG_2016,TGF-beta signaling pathway Homo sapiens hsa04350,1/84,0.3216544163670548,0.4356138459418914,0,0,2.6247848537005165,2.977234535414672,TGFBR2
KEGG_2016,Insulin secretion Homo sapiens hsa04911,1/85,0.3247879618768963,0.4356138459418914,0,0,2.593406593406593,2.9165002786608194,ATP1A2
KEGG_2016,Small cell lung cancer Homo sapiens hsa05222,1/86,0.3279071889288603,0.4356138459418914,0,0,2.5627666451195865,2.8575480358922407,CCNE2
KEGG_2016,Salmonella infection Homo sapiens hsa05132,1/86,0.3279071889288603,0.4356138459418914,0,0,2.5627666451195865,2.8575480358922407,IL18
KEGG_2016,MAPK signaling pathway Homo sapiens hsa04010,2/255,0.3281266458960027,0.4356138459418914,0,0,1.7263943785682916,1.923817294641164,PDGFA;TGFBR2
KEGG_2016,ErbB signaling pathway Homo sapiens hsa04012,1/87,0.3310121621627674,0.4356138459418914,0,0,2.5328392537694864,2.8003074857059307,TGFA
KEGG_2016,HTLV-I infection Homo sapiens hsa05166,2/258,0.3331780838502312,0.4356138459418914,0,0,1.7059027777777778,1.8749204615942128,PDGFA;TGFBR2
KEGG_2016,Hematopoietic cell lineage Homo sapiens hsa04640,1/88,0.334102946093774,0.4356138459418914,0,0,2.5035998484274344,2.7447118149779954,MME
KEGG_2016,Endocytosis Homo sapiens hsa04144,2/259,0.3348596230709778,0.4356138459418914,0,0,1.6991785559878945,1.858975884209806,DNM3;TGFBR2
KEGG_2016,Rheumatoid arthritis Homo sapiens hsa05323,1/90,0.3402422021068612,0.4387333658746368,0,0,2.447092233609088,2.63820415597253,IL18
KEGG_2016,Fc gamma R-mediated phagocytosis Homo sapiens hsa04666,1/93,0.3493462600236312,0.4464609656689075,0,0,2.3669374104156717,2.48928842793456,SPHK1
KEGG_2016,Circadian entrainment Homo sapiens hsa04713,1/95,0.3553464828793345,0.4464609656689075,0,0,2.316343231236848,2.396632221600412,GRIN2A
KEGG_2016,Glycerophospholipid metabolism Homo sapiens hsa00564,1/95,0.3553464828793345,0.4464609656689075,0,0,2.316343231236848,2.396632221600412,EPT1
KEGG_2016,Progesterone-mediated oocyte maturation Homo sapiens hsa04914,1/98,0.3642443393416694,0.4531739072974464,0,0,2.2443638835391413,2.266651257671133,CPEB3
KEGG_2016,Glucagon signaling pathway Homo sapiens hsa04922,1/101,0.3730206992040205,0.4531739072974464,0,0,2.176703296703297,2.146493630571357,GYS1
KEGG_2016,AGE-RAGE signaling pathway in diabetic complications Homo sapiens hsa04933,1/101,0.3730206992040205,0.4531739072974464,0,0,2.176703296703297,2.146493630571357,TGFBR2
KEGG_2016,Choline metabolism in cancer Homo sapiens hsa05231,1/101,0.3730206992040205,0.4531739072974464,0,0,2.176703296703297,2.146493630571357,PDGFA
KEGG_2016,HIF-1 signaling pathway Homo sapiens hsa04066,1/103,0.3788049189388885,0.4564288777378411,0,0,2.1338073691014867,2.071359217904193,HK3
KEGG_2016,Toll-like receptor signaling pathway Homo sapiens hsa04620,1/106,0.3873824203534316,0.4629692340809304,0,0,2.0725274725274727,1.96546672933473,SPP1
KEGG_2016,Insulin resistance Homo sapiens hsa04931,1/109,0.3958427525235963,0.4692651985561989,0,0,2.0146520146520146,1.8670550545659887,GYS1
KEGG_2016,Carbon metabolism Homo sapiens hsa01200,1/113,0.4069436656655389,0.4779684241437444,0,0,1.9423076923076923,1.7462910036249044,HK3
KEGG_2016,Glutamatergic synapse Homo sapiens hsa04724,1/114,0.4096872206946381,0.4779684241437444,0,0,1.925021880774093,1.71781500260062,GRIN2A
KEGG_2016,Thyroid hormone signaling pathway Homo sapiens hsa04919,1/118,0.4205364604705939,0.4867626747179315,0,0,1.8588334742180896,1.6101663456459625,ATP1A2
KEGG_2016,Vascular smooth muscle contraction Homo sapiens hsa04270,1/120,0.4258868814057484,0.4891044653644141,0,0,1.827407886231416,1.5598415730109116,MYH11
KEGG_2016,Cell cycle Homo sapiens hsa04110,1/124,0.4364415528096405,0.4973403741319159,0,0,1.767622621281158,1.4655373511477896,CCNE2
KEGG_2016,Osteoclast differentiation Homo sapiens hsa04380,1/132,0.4569784393519108,0.5133808188858215,0,0,1.659005117020384,1.299198540819137,TGFBR2
KEGG_2016,Hepatitis C Homo sapiens hsa05160,1/133,0.4594929288813865,0.5133808188858215,0,0,1.6463536463536463,1.2802568276675683,PPP2R2C
KEGG_2016,Spliceosome Homo sapiens hsa03040,1/134,0.4619959008874949,0.5133808188858215,0,0,1.6338924233661076,1.2616905210233424,NCBP2
KEGG_2016,Systemic lupus erythematosus Homo sapiens hsa05322,1/135,0.4644874075633622,0.5133808188858215,0,0,1.621617188781368,1.2434898398675702,GRIN2A
KEGG_2016,Ubiquitin mediated proteolysis Homo sapiens hsa04120,1/137,0.4694362323492584,0.5149785533980671,0,0,1.5976082740788624,1.208147818144373,UBE2L3
KEGG_2016,Wnt signaling pathway Homo sapiens hsa04310,1/142,0.4816112584974293,0.5244211481416452,0,0,1.540565817161562,1.1255651284998267,CSNK2A1
KEGG_2016,Hepatitis B Homo sapiens hsa05161,1/146,0.4911519588052311,0.5308774848850659,0,0,1.4977643046608564,1.0649129827907078,CCNE2
KEGG_2016,Jak-STAT signaling pathway Homo sapiens hsa04630,1/158,0.518744207071707,0.5525753510111662,0,0,1.3824455798978093,0.9073603795431062,FHL1
KEGG_2016,Oxytocin signaling pathway Homo sapiens hsa04921,1/158,0.518744207071707,0.5525753510111662,0,0,1.3824455798978093,0.9073603795431062,OXTR
KEGG_2016,cGMP-PKG signaling pathway Homo sapiens hsa04022,1/167,0.5384622410675228,0.5694528736469486,0,0,1.3068979213557528,0.8090193494126443,ATP1A2
KEGG_2016,RNA transport Homo sapiens hsa03013,1/172,0.5490691727279853,0.5765226313643845,0,0,1.268363215731637,0.7604228739528429,NCBP2
KEGG_2016,Influenza A Homo sapiens hsa05164,1/175,0.5553172167416625,0.5789477366030098,0,0,1.2463054187192115,0.7330964975615826,IL18
KEGG_2016,Alcoholism Homo sapiens hsa05034,1/179,0.5635149187029522,0.5833569933051689,0,0,1.2180516113100384,0.6986274736701248,GRIN2A
KEGG_2016,Herpes simplex infection Homo sapiens hsa05168,1/185,0.5755319813318149,0.5916307780124251,0,0,1.1779741997133302,0.6507841929552692,CSNK2A1
KEGG_2016,Epstein-Barr virus infection Homo sapiens hsa05169,1/202,0.6078317454752122,0.6174742805985182,0,0,1.0774151221912416,0.5363988433581897,CSNK2A1
KEGG_2016,Proteoglycans in cancer Homo sapiens hsa05205,1/203,0.6096541195946368,0.6174742805985182,0,0,1.072026982918072,0.5305070245265019,PLAU
KEGG_2016,Viral carcinogenesis Homo sapiens hsa05203,1/205,0.6132737752883242,0.6174742805985182,0,0,1.061409179056238,0.5189694663077197,CCNE2
KEGG_2016,Regulation of actin cytoskeleton Homo sapiens hsa04810,1/214,0.6291556575148575,0.6291556575148575,0,0,1.0160965794768613,0.4708353626926428,PDGFA
