ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
12747,6.52E-12,1.45E-14,-10.749846,22.962875,-4.2138583,SKA3,spindle and kinetochore associated complex subunit 3
43648,6.63E-12,1.49E-14,-10.741495,22.936322,-2.2993455,HIST1H2BF,"histone cluster 1, H2bf"
31058,7.02E-12,1.59E-14,-10.721113,22.871478,-3.0331413,HN1,hematological and neurological expressed 1
26459,7.44E-12,1.70E-14,-10.70029,22.805173,-3.8216358,CDC6,cell division cycle 6
22940,7.81E-12,1.80E-14,-10.68251,22.748514,-2.5757709,HIST1H2BH,"histone cluster 1, H2bh"
36027,8.39E-12,1.96E-14,-10.657616,22.669114,-4.3786162,TACC3,transforming acidic coiled-coil containing protein 3
29198,9.26E-12,2.18E-14,-10.624413,22.563085,-2.7979023,HIST2H2AA4,"histone cluster 2, H2aa4"
22115,9.48E-12,2.25E-14,-10.61444,22.531211,-2.0494945,,
43470,9.60E-12,2.30E-14,-10.607979,22.510552,-2.4324459,HIST1H2BD,"histone cluster 1, H2bd"
22913,9.61E-12,2.34E-14,-10.602485,22.492982,-3.9793034,CDK1,cyclin dependent kinase 1
13501,9.61E-12,2.36E-14,-10.600315,22.48604,-4.3955933,DTL,denticleless E3 ubiquitin protein ligase homolog
33268,9.61E-12,2.37E-14,-10.599167,22.482367,-5.0920451,NCAPG,non-SMC condensin I complex subunit G
30680,9.80E-12,2.44E-14,-10.590473,22.454553,-3.9692952,CDK1,cyclin dependent kinase 1
15907,1.05E-11,2.64E-14,-10.566489,22.377765,-3.7861825,ZWINT,ZW10 interacting kinetochore protein
20802,1.10E-11,2.78E-14,-10.550099,22.325249,-3.48822,E2F1,E2F transcription factor 1
14461,1.10E-11,2.85E-14,-10.543334,22.303563,-4.3471737,,
32992,1.10E-11,2.86E-14,-10.541612,22.29804,-3.7420322,CDK1,cyclin dependent kinase 1
43517,1.10E-11,2.87E-14,-10.540785,22.295387,-3.7783109,CDK1,cyclin dependent kinase 1
40655,1.10E-11,2.87E-14,-10.540517,22.29453,-3.3920086,E2F1,E2F transcription factor 1
14670,1.15E-11,3.05E-14,-10.522626,22.237139,-4.4988515,ZNF695,zinc finger protein 695
29237,1.17E-11,3.13E-14,-10.5144,22.210738,-2.4913421,HIST1H2BM,"histone cluster 1, H2bm"
11337,1.24E-11,3.32E-14,-10.496182,22.152238,-3.0600419,TK1,thymidine kinase 1
27397,1.24E-11,3.36E-14,-10.492423,22.140161,-4.1257398,NUF2,"NUF2, NDC80 kinetochore complex component"
15833,1.24E-11,3.42E-14,-10.487299,22.123699,-2.376388,HIST1H2BO,"histone cluster 1, H2bo"
28409,1.24E-11,3.42E-14,-10.487291,22.123671,-4.5487417,GINS1,GINS complex subunit 1
19888,1.43E-11,3.96E-14,-10.442711,21.980282,-3.5686063,EXO1,exonuclease 1
3312,1.43E-11,4.00E-14,-10.439629,21.970361,-2.7703465,,
3846,1.47E-11,4.14E-14,-10.429349,21.937255,-5.1852823,ASPM,abnormal spindle microtubule assembly
14442,1.47E-11,4.18E-14,-10.426348,21.927589,-1.7062831,TUBA1C,tubulin alpha 1c
20807,1.51E-11,4.33E-14,-10.415697,21.89327,-2.5916823,,
20121,1.66E-11,4.79E-14,-10.385369,21.79547,-4.4638078,DTL,denticleless E3 ubiquitin protein ligase homolog
10661,1.69E-11,4.93E-14,-10.376502,21.766852,-3.5381217,EXO1,exonuclease 1
8545,1.76E-11,5.20E-14,-10.360631,21.715605,-5.1830331,CEP55,centrosomal protein 55
9436,1.76E-11,5.25E-14,-10.357545,21.705639,-4.188694,DTL,denticleless E3 ubiquitin protein ligase homolog
4275,1.76E-11,5.26E-14,-10.357205,21.70454,-1.8461628,,
2128,1.76E-11,5.29E-14,-10.355395,21.698692,-4.0511374,NEK2,NIMA related kinase 2
16543,1.78E-11,5.39E-14,-10.349551,21.679811,-4.8390721,KNL1,kinetochore scaffold 1
3795,1.80E-11,5.48E-14,-10.344382,21.663107,-3.6760892,MCM10,minichromosome maintenance 10 replication initiation factor
31488,1.95E-11,5.98E-14,-10.318167,21.578333,-4.3419376,DTL,denticleless E3 ubiquitin protein ligase homolog
39088,1.98E-11,6.10E-14,-10.312121,21.55877,-4.3536722,NDC80,"NDC80, kinetochore complex component"
21467,2.16E-11,6.73E-14,-10.282458,21.46272,-4.4243249,PBK,PDZ binding kinase
29457,2.18E-11,6.84E-14,-10.277674,21.447218,-4.2341255,DTL,denticleless E3 ubiquitin protein ligase homolog
17272,2.20E-11,6.94E-14,-10.273492,21.433664,-4.7961038,UBE2T,ubiquitin conjugating enzyme E2 T
6863,2.21E-11,7.03E-14,-10.269507,21.420746,-2.5585551,ALYREF,Aly/REF export factor
7324,2.22E-11,7.12E-14,-10.265547,21.407908,-3.3516321,EXO1,exonuclease 1
10606,2.22E-11,7.15E-14,-10.26424,21.403672,-3.5567106,CENPE,centromere protein E
28683,2.23E-11,7.24E-14,-10.260699,21.392189,-5.7205635,CENPF,centromere protein F
13425,2.23E-11,7.34E-14,-10.256343,21.378063,-3.8771173,ECT2,epithelial cell transforming 2
25378,2.23E-11,7.34E-14,-10.256264,21.377805,-3.9399676,LRP8,LDL receptor related protein 8
10990,2.40E-11,7.93E-14,-10.233158,21.302832,-4.258445,DTL,denticleless E3 ubiquitin protein ligase homolog
29358,2.67E-11,8.90E-14,-10.198448,21.190077,-3.0752097,E2F1,E2F transcription factor 1
5206,2.75E-11,9.21E-14,-10.188055,21.156283,-2.1188386,H2AFZ,H2A histone family member Z
19652,2.82E-11,9.51E-14,-10.178541,21.125339,-3.5311039,EXO1,exonuclease 1
22631,2.87E-11,9.76E-14,-10.170777,21.100075,-3.9683814,OIP5,Opa interacting protein 5
21290,2.95E-11,1.01E-13,-10.160827,21.067692,-2.6733024,HIST1H2AE,"histone cluster 1, H2ae"
41238,2.98E-11,1.03E-13,-10.155847,21.051477,-2.4819397,MCM2,minichromosome maintenance complex component 2
31817,3.18E-11,1.10E-13,-10.134297,20.981277,-3.3042146,PLK4,polo like kinase 4
17501,3.25E-11,1.13E-13,-10.12559,20.952898,-2.3605004,H2AFZ,H2A histone family member Z
32472,3.63E-11,1.27E-13,-10.091075,20.840307,-1.7911444,TUBA4A,tubulin alpha 4a
10443,3.66E-11,1.29E-13,-10.086203,20.824403,-4.0777051,DTL,denticleless E3 ubiquitin protein ligase homolog
2213,3.69E-11,1.31E-13,-10.082117,20.811061,-3.7502236,CDK1,cyclin dependent kinase 1
29556,3.94E-11,1.41E-13,-10.060942,20.741888,-3.0835214,ZNF367,zinc finger protein 367
1661,3.97E-11,1.43E-13,-10.056584,20.727643,-2.2879562,,
15997,4.21E-11,1.53E-13,-10.0369,20.66328,-2.866907,HMGB3P1,high mobility group box 3 pseudogene 1
30321,4.47E-11,1.63E-13,-10.016978,20.598089,-2.4435862,HIST1H2AB,"histone cluster 1, H2ab"
27445,4.47E-11,1.64E-13,-10.014575,20.590222,-1.7829887,,
14684,4.47E-11,1.65E-13,-10.013735,20.587474,-3.5197362,CENPE,centromere protein E
39562,4.49E-11,1.67E-13,-10.010717,20.57759,-3.1042559,CENPK,centromere protein K
2019,4.72E-11,1.76E-13,-9.993735,20.521968,-2.7836713,GMPS,guanine monophosphate synthase
25164,4.77E-11,1.79E-13,-9.988896,20.506114,-3.5013157,CLSPN,claspin
24907,5.79E-11,2.19E-13,-9.929459,20.311114,-1.9104425,HIST1H2AK,"histone cluster 1, H2ak"
18901,6.87E-11,2.61E-13,-9.877076,20.1389,-3.8443749,FAM83D,family with sequence similarity 83 member D
17368,6.89E-11,2.63E-13,-9.874492,20.130395,-1.9443255,HIST3H2BB,"histone cluster 3, H2bb"
2876,7.45E-11,2.86E-13,-9.849318,20.047507,-2.423375,HIST1H2AD,"histone cluster 1, H2ad"
18668,7.60E-11,2.95E-13,-9.840402,20.01813,-3.3210588,E2F1,E2F transcription factor 1
22798,7.60E-11,2.96E-13,-9.839909,20.016503,-4.7034727,HMMR,hyaluronan mediated motility receptor
43109,7.97E-11,3.12E-13,-9.824124,19.96447,-2.951796,RACGAP1,Rac GTPase activating protein 1
16537,8.22E-11,3.23E-13,-9.81347,19.929336,-4.1173845,,
20103,8.93E-11,3.53E-13,-9.787164,19.842521,-1.8398356,HIST1H2AH,"histone cluster 1, H2ah"
25262,9.32E-11,3.71E-13,-9.772897,19.7954,-3.8620985,ORC6,origin recognition complex subunit 6
20862,1.01E-10,4.02E-13,-9.748833,19.715871,-3.2065559,,
7003,1.13E-10,4.53E-13,-9.713775,19.599879,-2.5027874,MRPL13,mitochondrial ribosomal protein L13
43439,1.13E-10,4.57E-13,-9.71083,19.59013,-2.5472358,,
41656,1.41E-10,5.73E-13,-9.644269,19.369484,-3.6718499,KIF14,kinesin family member 14
26623,1.42E-10,5.79E-13,-9.640845,19.358119,-2.9491335,,
1711,1.47E-10,6.06E-13,-9.627588,19.314104,-3.3089769,EXO1,exonuclease 1
24211,1.48E-10,6.13E-13,-9.624403,19.303526,-3.094118,RAD54B,RAD54 homolog B (S. cerevisiae)
43279,1.52E-10,6.32E-13,-9.615128,19.272719,-3.2612562,,
43571,1.55E-10,6.49E-13,-9.607409,19.247069,-2.4556592,,
34736,1.56E-10,6.54E-13,-9.605015,19.239113,-3.3124269,,
9959,1.59E-10,6.72E-13,-9.597361,19.213669,-4.5850585,MND1,meiotic nuclear divisions 1
10768,1.68E-10,7.15E-13,-9.578959,19.152475,-3.2623895,TFDP3,transcription factor Dp family member 3
27286,1.75E-10,7.47E-13,-9.565886,19.108976,-2.0741521,HIST1H2BC,"histone cluster 1, H2bc"
40430,1.75E-10,7.49E-13,-9.565178,19.106618,-3.7416882,RAD51,RAD51 recombinase
976,1.80E-10,7.75E-13,-9.555108,19.073099,-3.1698176,EXO1,exonuclease 1
43928,1.85E-10,8.01E-13,-9.54567,19.041672,-3.2432217,CENPE,centromere protein E
45109,1.92E-10,8.38E-13,-9.532145,18.996615,-2.5042389,,
36856,1.92E-10,8.42E-13,-9.53104,18.992932,-2.1228945,HIST2H2AB,"histone cluster 2, H2ab"
2901,1.98E-10,8.69E-13,-9.521605,18.961489,-3.2856859,MCM4,minichromosome maintenance complex component 4
12505,2.06E-10,9.11E-13,-9.507689,18.915091,-2.1633017,CKS1B,CDC28 protein kinase regulatory subunit 1B
15254,2.12E-10,9.42E-13,-9.497914,18.882487,-1.7701414,,
40566,2.13E-10,9.53E-13,-9.49447,18.870996,-3.0574694,EXO1,exonuclease 1
6731,2.16E-10,9.72E-13,-9.488721,18.851814,-4.1150894,CCNA2,cyclin A2
28006,2.16E-10,9.72E-13,-9.488721,18.851814,-3.8584184,,
4549,2.17E-10,9.82E-13,-9.485826,18.842154,-2.9422788,PAQR4,progestin and adipoQ receptor family member 4
16095,2.17E-10,9.87E-13,-9.484339,18.837189,-3.6633006,CDCA2,cell division cycle associated 2
12668,2.31E-10,1.06E-12,-9.464242,18.77009,-2.9873853,RAD54B,RAD54 homolog B (S. cerevisiae)
17236,2.38E-10,1.10E-12,-9.453742,18.735017,-2.1299788,,
11025,2.46E-10,1.14E-12,-9.442275,18.696696,-3.7273877,CCNB1,cyclin B1
33020,2.57E-10,1.19E-12,-9.428317,18.650032,-2.4886222,PSMD14,"proteasome 26S subunit, non-ATPase 14"
31937,2.63E-10,1.23E-12,-9.419719,18.621275,-2.267929,CNIH4,cornichon family AMPA receptor auxiliary protein 4
23572,2.63E-10,1.23E-12,-9.419353,18.620051,-4.1364973,CCNA2,cyclin A2
15927,2.63E-10,1.24E-12,-9.417651,18.614358,-1.7172037,H2AFV,H2A histone family member V
6098,2.70E-10,1.28E-12,-9.409043,18.585558,-3.1602593,CENPE,centromere protein E
41056,2.74E-10,1.30E-12,-9.402713,18.564374,-4.2348238,CCNA2,cyclin A2
6249,2.75E-10,1.31E-12,-9.400582,18.55724,-3.3200409,CENPE,centromere protein E
16608,2.83E-10,1.36E-12,-9.390899,18.524822,-4.070459,CCNA2,cyclin A2
18715,2.89E-10,1.39E-12,-9.383631,18.500486,-3.4163306,RAD51AP1,RAD51 associated protein 1
36273,2.90E-10,1.40E-12,-9.381023,18.491752,-2.1370408,C20orf24,chromosome 20 open reading frame 24
43021,2.96E-10,1.44E-12,-9.37364,18.46702,-2.5148798,CKS1B,CDC28 protein kinase regulatory subunit 1B
14268,3.07E-10,1.50E-12,-9.361743,18.427153,-4.1876211,CDCA8,cell division cycle associated 8
40375,3.15E-10,1.55E-12,-9.353039,18.397976,-3.060271,RACGAP1,Rac GTPase activating protein 1
31921,3.18E-10,1.57E-12,-9.34843,18.382524,-2.9238976,THBS2,thrombospondin 2
14446,3.25E-10,1.62E-12,-9.339545,18.352729,-4.2096827,CCNA2,cyclin A2
8711,3.25E-10,1.62E-12,-9.339338,18.352032,-4.562068,E2F2,E2F transcription factor 2
39889,3.44E-10,1.72E-12,-9.321559,18.292383,-3.5507761,RHBDL2,rhomboid like 2
5534,3.62E-10,1.82E-12,-9.305526,18.238562,-2.1230447,TMSB10,thymosin beta 10
6178,3.68E-10,1.86E-12,-9.299353,18.21783,-2.97181,STMN1,stathmin 1
8507,4.01E-10,2.03E-12,-9.273242,18.130098,-4.1352666,CCNA2,cyclin A2
15986,4.17E-10,2.12E-12,-9.26073,18.088031,-3.3535383,FANCI,Fanconi anemia complementation group I
7742,4.31E-10,2.20E-12,-9.249809,18.051297,-2.0293182,HIST3H2A,"histone cluster 3, H2a"
21571,4.40E-10,2.26E-12,-9.242084,18.025308,-3.2060537,E2F1,E2F transcription factor 1
35905,4.40E-10,2.27E-12,-9.241068,18.02189,-1.6209934,TUBB6,tubulin beta 6 class V
40595,4.43E-10,2.30E-12,-9.237717,18.010613,-4.49289,LMNB1,lamin B1
34092,4.53E-10,2.35E-12,-9.230403,17.985994,-4.1815659,CCNA2,cyclin A2
15257,4.69E-10,2.45E-12,-9.219118,17.947999,-4.1535787,CCNA2,cyclin A2
7541,5.00E-10,2.62E-12,-9.198818,17.87962,-2.2814136,ENSA,endosulfine alpha
10175,5.05E-10,2.66E-12,-9.195202,17.867434,-1.8668114,UBQLN1,ubiquilin 1
12202,5.07E-10,2.68E-12,-9.19233,17.857754,-4.8544792,LRP8,LDL receptor related protein 8
41406,5.11E-10,2.71E-12,-9.189025,17.846616,-1.3832752,SNRPG,small nuclear ribonucleoprotein polypeptide G
36712,5.22E-10,2.78E-12,-9.181878,17.822523,-2.2507752,FAM49B,family with sequence similarity 49 member B
32478,5.29E-10,2.83E-12,-9.176476,17.80431,-2.29896,,
8147,5.33E-10,2.86E-12,-9.173323,17.793674,-3.0769743,,
21256,5.47E-10,2.96E-12,-9.164278,17.763169,-2.7577335,HIST1H2AL,"histone cluster 1, H2al"
1896,5.56E-10,3.02E-12,-9.158427,17.743429,-3.3081873,CENPE,centromere protein E
16625,5.85E-10,3.18E-12,-9.142814,17.690739,-4.8519726,NDC80,"NDC80, kinetochore complex component"
12444,5.93E-10,3.24E-12,-9.137272,17.672028,-2.2503216,UBE2S,ubiquitin conjugating enzyme E2 S
2035,5.96E-10,3.27E-12,-9.134876,17.663938,-2.5485564,KPNA2,karyopherin subunit alpha 2
29363,6.12E-10,3.37E-12,-9.126028,17.634058,-4.2347346,CCNA2,cyclin A2
41040,6.40E-10,3.54E-12,-9.11167,17.585553,-2.2132599,PRDX4,peroxiredoxin 4
35667,6.60E-10,3.66E-12,-9.101896,17.552522,-4.2951547,FADS2,fatty acid desaturase 2
19504,6.82E-10,3.80E-12,-9.091144,17.516175,-2.1202725,CACYBP,calcyclin binding protein
20469,6.90E-10,3.86E-12,-9.086682,17.501086,-3.6392362,TICRR,TOPBP1 interacting checkpoint and replication regulator
21369,7.05E-10,3.96E-12,-9.079222,17.475856,-1.683033,H2AFJ,H2A histone family member J
17956,7.22E-10,4.08E-12,-9.07099,17.448008,-3.767336,CENPW,centromere protein W
12057,7.80E-10,4.42E-12,-9.047623,17.368922,-3.7429767,TROAP,trophinin associated protein
1100,8.13E-10,4.62E-12,-9.034562,17.324691,-3.0171364,CENPE,centromere protein E
42318,8.15E-10,4.65E-12,9.03263,17.318146,3.8388135,PDK4,pyruvate dehydrogenase kinase 4
44552,8.37E-10,4.80E-12,-9.02385,17.288401,-3.7471246,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit
19618,8.59E-10,4.94E-12,-9.01514,17.258884,-1.8984849,,
42815,8.66E-10,5.00E-12,-9.011945,17.248057,-2.4304859,ZNF367,zinc finger protein 367
21494,8.70E-10,5.04E-12,-9.00945,17.239599,-2.3927767,CSTB,cystatin B
4720,8.81E-10,5.13E-12,-9.00466,17.223359,-2.1801133,RANBP1,RAN binding protein 1
566,8.87E-10,5.18E-12,-9.0017,17.213325,-4.280005,CCNA2,cyclin A2
31663,8.97E-10,5.26E-12,-8.997403,17.198755,-1.4443541,,
8537,9.56E-10,5.63E-12,-8.977898,17.132593,-2.9585318,RAD54B,RAD54 homolog B (S. cerevisiae)
29007,1.02E-09,6.02E-12,-8.958279,17.066003,-1.8174925,ATP6AP2,ATPase H+ transporting accessory protein 2
