ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
7961829,2.25E-07,8.59E-10,-7.1050764,12.156031,-2.67726141,BCAT1,branched chain amino acid transaminase 1
7929334,2.71E-07,1.04E-09,-7.0588202,11.9700722,-2.95557609,CEP55,centrosomal protein 55
8071061,2.84E-07,1.10E-09,7.0455142,11.9166095,1.39849547,TPTEP1,transmembrane phosphatase with tensin homology pseudogene 1
7911993,2.94E-07,1.15E-09,-7.0358488,11.8777828,-0.89843234,ICMT,isoprenylcysteine carboxyl methyltransferase
8009417,2.96E-07,1.17E-09,-7.0308999,11.8579054,-2.20317,KPNA2,karyopherin subunit alpha 2
8065134,2.96E-07,1.17E-09,7.0304764,11.8562044,2.12692359,,
8083887,3.07E-07,1.23E-09,7.0195592,11.8123626,1.10937203,CLDN11,claudin 11
7960874,3.10E-07,1.25E-09,-7.0147825,11.7931831,-2.50087656,C3AR1,complement component 3a receptor 1
8109712,3.10E-07,1.26E-09,-7.0142297,11.7909637,-2.90889359,HMMR,hyaluronan mediated motility receptor
7909708,3.27E-07,1.34E-09,-6.9990635,11.7300806,-3.111475,CENPF,centromere protein F
8067942,3.36E-07,1.39E-09,6.9902634,11.694762,0.70007484,MIR99A,microRNA 99a
7937020,3.36E-07,1.39E-09,-6.9896377,11.6922513,-2.91072031,MKI67,marker of proliferation Ki-67
7901314,3.41E-07,1.43E-09,6.9837929,11.6687972,1.37692125,,
8125415,3.55E-07,1.49E-09,6.9725146,11.6235483,1.10384609,C6orf10,chromosome 6 open reading frame 10
8112070,3.58E-07,1.52E-09,6.9690775,11.6097603,1.35542141,,
8019737,3.66E-07,1.56E-09,-6.9622325,11.582305,-2.17054578,KPNA2,karyopherin subunit alpha 2
7929258,3.74E-07,1.60E-09,-6.9553803,11.5548249,-2.84912719,KIF11,kinesin family member 11
7927708,3.91E-07,1.69E-09,6.9431282,11.5056989,1.54690422,,
7981958,3.97E-07,1.74E-09,6.9356067,11.4755469,2.80660094,SNORD116-9///SNORD116-7///SNORD116-5///SNORD116-3,"small nucleolar RNA, C/D box 116-9///small nucleolar RNA, C/D box 116-7///small nucleolar RNA, C/D box 116-5///small nucleolar RNA, C/D box 116-3"
7981962,3.97E-07,1.74E-09,6.9356067,11.4755469,2.80660094,SNORD116-9///SNORD116-7///SNORD116-5///SNORD116-3,"small nucleolar RNA, C/D box 116-9///small nucleolar RNA, C/D box 116-7///small nucleolar RNA, C/D box 116-5///small nucleolar RNA, C/D box 116-3"
8154572,4.03E-07,1.78E-09,6.9304016,11.4546838,2.30371719,,
8057797,4.13E-07,1.85E-09,6.921744,11.4199879,1.17431516,SDPR,serum deprivation response
8139721,4.13E-07,1.85E-09,-6.9216533,11.4196244,-1.17975859,,
8139207,4.15E-07,1.87E-09,-6.9188298,11.4083105,-2.85747547,INHBA///INHBA,inhibin beta A subunit///inhibin beta A subunit
8090688,4.47E-07,2.03E-09,6.8992542,11.3298892,0.71730547,SNORA58,"small nucleolar RNA, H/ACA box 58"
7966315,4.70E-07,2.15E-09,-6.8856771,11.275519,-1.13170187,ARPC3,actin related protein 2/3 complex subunit 3
8155734,4.82E-07,2.21E-09,6.8782389,11.2457393,2.66615844,FAM189A2,family with sequence similarity 189 member A2
7957850,5.06E-07,2.34E-09,-6.8648358,11.1920919,-2.19548578,GAS2L3,growth arrest specific 2 like 3
8056100,5.10E-07,2.43E-09,6.8556726,11.1554248,1.37205687,,
8019631,5.10E-07,2.51E-09,6.8478863,11.1242734,2.05237203,RNU2-1,"RNA, U2 small nuclear 1"
8019633,5.10E-07,2.51E-09,6.8478863,11.1242734,2.05237203,RNU2-1,"RNA, U2 small nuclear 1"
8019635,5.10E-07,2.51E-09,6.8478863,11.1242734,2.05237203,RNU2-1,"RNA, U2 small nuclear 1"
8019637,5.10E-07,2.51E-09,6.8478863,11.1242734,2.05237203,RNU2-1,"RNA, U2 small nuclear 1"
8019639,5.10E-07,2.51E-09,6.8478863,11.1242734,2.05237203,RNU2-1,"RNA, U2 small nuclear 1"
8019641,5.10E-07,2.51E-09,6.8478863,11.1242734,2.05237203,RNU2-1,"RNA, U2 small nuclear 1"
8019703,5.10E-07,2.51E-09,6.8478863,11.1242734,2.05237203,RNU2-1,"RNA, U2 small nuclear 1"
8019705,5.10E-07,2.51E-09,6.8478863,11.1242734,2.05237203,RNU2-1,"RNA, U2 small nuclear 1"
8019707,5.10E-07,2.51E-09,6.8478863,11.1242734,2.05237203,RNU2-1,"RNA, U2 small nuclear 1"
8136977,5.13E-07,2.54E-09,6.8450568,11.1129548,1.33293469,,
7943984,5.32E-07,2.65E-09,6.8345983,11.0711249,0.87158141,ZBTB16,zinc finger and BTB domain containing 16
8149330,5.41E-07,2.72E-09,-6.8290349,11.0488779,-1.41357703,CTSB,cathepsin B
8004510,5.57E-07,2.81E-09,-6.8209289,11.0164685,-1.88682859,CD68,CD68 molecule
8115756,5.84E-07,2.96E-09,6.8079388,10.9645455,1.25508609,KCNMB1,potassium calcium-activated channel subfamily M regulatory beta subunit 1
7982757,6.01E-07,3.07E-09,-6.7997071,10.931651,-2.75639703,KNL1,kinetochore scaffold 1
8085912,6.31E-07,3.24E-09,6.7863347,10.8782285,2.812405,,
8063078,6.47E-07,3.34E-09,-6.7791823,10.8496623,-1.51060844,CTSA,cathepsin A
8127660,6.47E-07,3.36E-09,6.7775111,10.8429887,1.99171719,,
8143144,6.61E-07,3.45E-09,6.7710437,10.8171636,3.29730125,PTN,pleiotrophin
8055664,6.64E-07,3.49E-09,6.7684235,10.8067024,0.92873922,,
7923086,6.76E-07,3.58E-09,-6.762732,10.7839809,-3.33371953,ASPM,abnormal spindle microtubule assembly
8083893,6.92E-07,3.68E-09,6.7560378,10.7572612,1.07561969,,
7975770,7.10E-07,3.79E-09,6.7484368,10.7269274,1.09953781,,
8166659,7.22E-07,3.88E-09,6.7428262,10.7045405,1.06968547,,
8107673,7.73E-07,4.18E-09,6.7252623,10.6344813,1.62880203,GRAMD3,GRAM domain containing 3
7964722,7.73E-07,4.20E-09,6.7238147,10.6287083,3.37085062,WIF1,WNT inhibitory factor 1
7932552,7.90E-07,4.32E-09,6.7171393,10.6020913,1.74906188,,
8117189,8.11E-07,4.46E-09,6.7095334,10.5717695,1.09008828,KAAG1,kidney associated antigen 1
7979904,8.14E-07,4.50E-09,6.7074295,10.5633835,1.24264953,ADAM21P1///ADAM21,ADAM metallopeptidase domain 21 pseudogene 1///ADAM metallopeptidase domain 21
7933632,8.19E-07,4.59E-09,6.7025482,10.5439281,0.81966609,,
8042337,8.19E-07,4.59E-09,-6.7025284,10.543849,-0.65946094,ACTR2,ARP2 actin related protein 2 homolog
7894733,8.19E-07,4.62E-09,6.7011385,10.53831,1.12980234,,
8002967,8.19E-07,4.62E-09,6.7007665,10.5368274,1.49366359,,
8173414,8.25E-07,4.68E-09,6.6975814,10.5241347,0.81056828,SLC7A3,solute carrier family 7 member 3
8100994,8.47E-07,4.85E-09,6.6891999,10.4907397,2.22271781,CXCL2,C-X-C motif chemokine ligand 2
8149315,8.47E-07,4.86E-09,6.6888921,10.4895133,1.21478484,,
8111666,8.49E-07,4.90E-09,6.6869683,10.4818497,1.85908578,,
8055494,8.69E-07,5.04E-09,6.6801384,10.4546441,1.01016688,,
7981960,8.94E-07,5.21E-09,6.6718798,10.4217546,2.59469281,SNORD116-6,"small nucleolar RNA, C/D box 116-6"
8132318,9.14E-07,5.35E-09,-6.6653861,10.3958994,-3.21731187,ANLN,anillin actin binding protein
8019802,9.36E-07,5.51E-09,6.6584939,10.3684629,2.02197875,RNU2-1,"RNA, U2 small nuclear 1"
8040223,9.47E-07,5.60E-09,-6.6542595,10.3516091,-3.04253688,RRM2,ribonucleotide reductase regulatory subunit M2
8169002,9.74E-07,5.79E-09,6.6464333,10.3204647,1.33048203,,
8015796,9.87E-07,5.90E-09,6.6418696,10.302307,2.85696328,,
7938364,1.03E-06,6.18E-09,6.630506,10.2571042,2.385535,WEE1,WEE1 G2 checkpoint kinase
7985117,1.05E-06,6.32E-09,6.6252501,10.2362021,0.85690891,,
8160168,1.05E-06,6.38E-09,6.6227962,10.2264446,1.25409453,FREM1,FRAS1 related extracellular matrix 1
8062532,1.07E-06,6.50E-09,6.6186172,10.2098286,0.87340547,ARHGAP40,Rho GTPase activating protein 40
7958375,1.11E-06,6.81E-09,6.6070466,10.1638347,0.96351312,,
7964830,1.15E-06,7.09E-09,6.597436,10.1256444,1.17957109,SNORA70G,"small nucleolar RNA, H/ACA box 70G"
7973946,1.15E-06,7.17E-09,6.5946063,10.1144018,1.67112156,,
7920531,1.15E-06,7.18E-09,-6.5944232,10.1136743,-1.20377953,ADAR,"adenosine deaminase, RNA specific"
8142468,1.20E-06,7.52E-09,-6.5832268,10.0692002,-0.70473594,TPM3///ROS1///NTRK1,"tropomyosin 3///ROS proto-oncogene 1, receptor tyrosine kinase///neurotrophic receptor tyrosine kinase 1"
8129837,1.21E-06,7.60E-09,6.5806754,10.0590681,1.72078469,IL20RA,interleukin 20 receptor subunit alpha
7965515,1.26E-06,7.92E-09,-6.5706266,10.0191689,-0.90530078,NDUFA12,NADH:ubiquinone oxidoreductase subunit A12
8144584,1.27E-06,8.07E-09,6.5660304,10.0009234,1.38406234,,
8019709,1.28E-06,8.13E-09,6.5642925,9.9940253,1.96361531,RNU2-1,"RNA, U2 small nuclear 1"
7924733,1.28E-06,8.16E-09,-6.5633372,9.9902339,-1.37132594,PARP1,poly(ADP-ribose) polymerase 1
8063729,1.28E-06,8.26E-09,6.560474,9.97887,1.35325734,EDN3,endothelin 3
8062880,1.28E-06,8.29E-09,-6.5594135,9.9746613,-0.78671406,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
8154128,1.29E-06,8.38E-09,6.5568393,9.9644462,1.73324984,,
8160511,1.34E-06,8.76E-09,6.5461139,9.9218927,0.88554969,EQTN,equatorin
7944525,1.36E-06,8.89E-09,6.5426489,9.9081486,1.09805688,,
8100378,1.37E-06,8.99E-09,6.5399905,9.8976048,1.41381531,RPL21P44,ribosomal protein L21 pseudogene 44
8022994,1.44E-06,9.49E-09,6.5267447,9.8450824,0.83843438,,
7920515,1.51E-06,9.99E-09,-6.514227,9.7954674,-0.97303313,UBE2Q1,ubiquitin conjugating enzyme E2 Q1
8108422,1.51E-06,1.01E-08,6.5123207,9.7879136,1.92170781,,
7938366,1.51E-06,1.01E-08,6.5106163,9.78116,2.21151297,WEE1,WEE1 G2 checkpoint kinase
8155493,1.55E-06,1.06E-08,6.4999448,9.7388844,2.07930297,,
8155519,1.55E-06,1.06E-08,6.4999448,9.7388844,2.07930297,,
8155567,1.55E-06,1.06E-08,6.4999448,9.7388844,2.07930297,,
8161429,1.55E-06,1.06E-08,6.4999448,9.7388844,2.07930297,,
8161440,1.55E-06,1.06E-08,6.4999448,9.7388844,2.07930297,,
8081808,1.57E-06,1.08E-08,6.4948185,9.7185813,1.84923812,LOC100128175,uncharacterized LOC100128175
7958273,1.58E-06,1.09E-08,6.4924524,9.7092115,1.57531313,,
8180343,1.60E-06,1.11E-08,-6.4889663,9.6954078,-0.59151469,,
7987403,1.62E-06,1.13E-08,6.4842092,9.676574,1.32429547,,
8094499,1.62E-06,1.14E-08,6.4829967,9.6717742,1.50500078,,
8180342,1.70E-06,1.19E-08,-6.4712874,9.6254308,-0.58993,RAC1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"
8006214,1.74E-06,1.23E-08,-6.4642923,9.5977542,-1.2762225,ADAP2,ArfGAP with dual PH domains 2
7925741,1.77E-06,1.25E-08,6.4596968,9.5795752,0.67663781,OR2T33///OR2T8///OR2T12,olfactory receptor family 2 subfamily T member 33///olfactory receptor family 2 subfamily T member 8///olfactory receptor family 2 subfamily T member 12
7951040,1.82E-06,1.29E-08,6.4518529,9.5485532,0.91501672,GPR83,G protein-coupled receptor 83
8046048,1.82E-06,1.31E-08,6.4492556,9.5382828,1.55296719,CSRNP3,cysteine and serine rich nuclear protein 3
7972750,1.82E-06,1.31E-08,-6.4487265,9.5361908,-1.21086469,COL4A1,collagen type IV alpha 1 chain
8036224,1.82E-06,1.31E-08,-6.4478301,9.5326463,-1.51331109,TYROBP,TYRO protein tyrosine kinase binding protein
7940147,1.83E-06,1.32E-08,-6.446234,9.5263358,-3.01970687,FAM111B,family with sequence similarity 111 member B
8097936,1.83E-06,1.33E-08,6.444043,9.5176736,0.64061406,,
8000998,1.83E-06,1.34E-08,-6.4438582,9.5169433,-1.05530938,VKORC1,vitamin K epoxide reductase complex subunit 1
8060893,1.84E-06,1.35E-08,6.440963,9.5054983,3.32561516,,
7920697,1.85E-06,1.36E-08,-6.4395818,9.5000387,-1.51261125,GBA,glucosylceramidase beta
8130436,1.88E-06,1.39E-08,6.4344121,9.4796061,0.84845094,,
7944867,1.88E-06,1.39E-08,6.433698,9.476784,1.36308062,,
7896258,1.95E-06,1.46E-08,-6.4229116,9.4341652,-0.96209125,,
7903404,1.97E-06,1.47E-08,6.4201177,9.4231288,1.30876828,RNPC3,"RNA binding region (RNP1, RRM) containing 3"
8084755,1.97E-06,1.48E-08,6.4189174,9.4183879,1.19255062,MIR28,microRNA 28
8088846,1.99E-06,1.50E-08,6.4151626,9.4035582,1.43083062,,
8129087,1.99E-06,1.50E-08,6.4150651,9.4031729,1.97267469,,
7895411,1.99E-06,1.51E-08,-6.4137222,9.3978698,-1.11190344,,
7933279,2.02E-06,1.55E-08,6.4081947,9.3760433,0.98681688,FRMPD2B///FRMPD2,"FERM and PDZ domain containing 2B, pseudogene///FERM and PDZ domain containing 2"
