GeneID,adj.P.Val,pvalue,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
3423,9.37E-32,5.15E-34,0.094,-12.1587387,-1.1425122,1449.79,IDS,iduronate 2-sulfatase
105372426,9.84E-32,5.47E-34,0.0943,12.1539244,1.1461572,107.75,LOC105372426,uncharacterized LOC105372426
100505702,9.86E-32,5.53E-34,0.2145,-12.1529804,-2.6068365,60.44,LINC01094,long intergenic non-protein coding RNA 1094
2091,1.23E-31,6.95E-34,0.0802,12.1343076,0.9736496,2136.72,FBL,fibrillarin
5859,1.43E-31,8.18E-34,0.0576,12.1209222,0.6981164,2747.59,QARS1,glutaminyl-tRNA synthetase 1
55105,1.60E-31,9.26E-34,0.0786,-12.1108221,-0.9518654,247.59,GPATCH2,G-patch domain containing 2
23521,1.97E-31,1.15E-33,0.0655,12.0931553,0.791856,14567.65,RPL13A,ribosomal protein L13a
257106,2.20E-31,1.29E-33,0.1598,-12.0835739,-1.9313857,346.71,ARHGAP30,Rho GTPase activating protein 30
9473,2.59E-31,1.53E-33,0.1591,-12.0692705,-1.9206383,324.73,THEMIS2,thymocyte selection associated family member 2
6125,3.66E-31,2.19E-33,0.0558,12.0400294,0.6715728,9714.63,RPL5,ribosomal protein L5
5522,3.84E-31,2.31E-33,0.2969,-12.0354189,-3.5728219,80.02,PPP2R2C,protein phosphatase 2 regulatory subunit Bgamma
1295,6.15E-31,3.75E-33,0.2208,-11.995621,-2.6490873,399.91,COL8A1,collagen type VIII alpha 1 chain
1312,6.42E-31,3.95E-33,0.0653,11.991316,0.7827325,1066.47,COMT,catechol-O-methyltransferase
1048,6.63E-31,4.11E-33,0.4277,-11.9880266,-5.1273281,384.94,CEACAM5,CEA cell adhesion molecule 5
23528,7.47E-31,4.67E-33,0.1219,-11.9773576,-1.4604548,440.66,ZNF281,zinc finger protein 281
3615,9.58E-31,6.04E-33,0.076,11.9560705,0.9085858,3953.39,IMPDH2,inosine monophosphate dehydrogenase 2
283377,1.05E-30,6.70E-33,0.0533,11.9473303,0.6366832,281,SPRYD4,SPRY domain containing 4
10961,1.68E-30,1.07E-32,0.0424,11.9080329,0.504462,1515.74,ERP29,endoplasmic reticulum protein 29
5366,1.77E-30,1.14E-32,0.2024,-11.9028849,-2.4087135,191.03,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1
8630,1.78E-30,1.16E-32,0.2147,-11.9017412,-2.5550096,31.6,HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
10802,2.05E-30,1.35E-32,0.0889,-11.8892758,-1.0563629,438.95,SEC24A,"SEC24 homolog A, COPII coat complex component"
51088,2.11E-30,1.40E-32,0.0661,-11.8860805,-0.7853947,794.93,KLHL5,kelch like family member 5
860,2.22E-30,1.48E-32,0.1718,-11.8812527,-2.0409895,476.21,RUNX2,RUNX family transcription factor 2
342510,2.62E-30,1.76E-32,0.305,-11.8666372,-3.6194077,191.19,CD300E,CD300e molecule
56997,2.81E-30,1.91E-32,0.1011,11.8598534,1.1993409,517.32,COQ8A,coenzyme Q8A
5352,2.81E-30,1.92E-32,0.1538,-11.8594935,-1.8245164,1498.67,PLOD2,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
5604,3.31E-30,2.28E-32,0.0477,-11.8452471,-0.564865,807.66,MAP2K1,mitogen-activated protein kinase kinase 1
146722,5.83E-30,4.05E-32,0.2001,-11.7969522,-2.3610184,24.85,CD300LF,CD300 molecule like family member f
3987,6.09E-30,4.26E-32,0.0906,-11.792622,-1.0689748,666.98,LIMS1,LIM zinc finger domain containing 1
64425,6.27E-30,4.42E-32,0.0879,11.7895815,1.0362334,661.54,POLR1E,RNA polymerase I subunit E
51141,6.49E-30,4.61E-32,0.0954,-11.7859427,-1.1246898,452.89,INSIG2,insulin induced gene 2
6996,6.77E-30,4.85E-32,0.0653,-11.7817686,-0.7690654,278.8,TDG,thymine DNA glycosylase
26118,7.92E-30,5.71E-32,0.1403,-11.7678978,-1.6505573,2918.88,WSB1,WD repeat and SOCS box containing 1
6383,8.10E-30,5.89E-32,0.0939,-11.7653869,-1.1050795,1319.67,SDC2,syndecan 2
10672,9.97E-30,7.29E-32,0.0936,-11.7472889,-1.0999959,888.37,GNA13,G protein subunit alpha 13
664709,1.16E-29,8.52E-32,0.0693,11.7341265,0.8134675,2034.76,HNRNPA1P10,heterogeneous nuclear ribonucleoprotein A1 pseudogene 10
22937,1.16E-29,8.66E-32,0.0705,11.7327648,0.8269831,1376.75,SCAP,SREBF chaperone
3178,1.16E-29,8.66E-32,0.0498,11.7327448,0.5845114,4989.93,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1
27295,1.85E-29,1.40E-31,0.1181,-11.6922525,-1.3807159,384.8,PDLIM3,PDZ and LIM domain 3
6696,2.01E-29,1.52E-31,0.3017,-11.6848595,-3.5257207,6771.91,SPP1,secreted phosphoprotein 1
196051,2.33E-29,1.78E-31,0.3412,-11.6717248,-3.9819964,85.91,PLPP4,phospholipid phosphatase 4
5028,2.56E-29,1.97E-31,0.1856,-11.6629531,-2.1650326,43.91,P2RY1,purinergic receptor P2Y1
7159,2.57E-29,1.99E-31,0.0923,-11.6622632,-1.0759199,748.35,TP53BP2,tumor protein p53 binding protein 2
64759,2.96E-29,2.31E-31,0.096,-11.6495197,-1.1188391,1963.39,TNS3,tensin 3
5425,3.31E-29,2.60E-31,0.0865,11.6394816,1.0065199,1579.57,POLD2,"DNA polymerase delta 2, accessory subunit"
4084,3.66E-29,2.89E-31,0.1544,-11.6303248,-1.7961663,746.83,MXD1,MAX dimerization protein 1
84695,3.71E-29,2.96E-31,0.0886,-11.6284026,-1.0297211,321.01,LOXL3,lysyl oxidase like 3
5782,3.77E-29,3.02E-31,0.0703,-11.6266136,-0.8177433,1910.25,PTPN12,protein tyrosine phosphatase non-receptor type 12
9120,4.54E-29,3.66E-31,0.1808,-11.610149,-2.0989916,106.77,SLC16A6,solute carrier family 16 member 6
10300,4.90E-29,3.98E-31,0.0599,11.6030323,0.6949113,310.28,KATNB1,katanin regulatory subunit B1
25816,5.07E-29,4.14E-31,0.0865,-11.5995459,-1.0034067,307.64,TNFAIP8,TNF alpha induced protein 8
4189,5.80E-29,4.77E-31,0.073,-11.5874238,-0.8459872,590.1,DNAJB9,DnaJ heat shock protein family (Hsp40) member B9
6128,6.09E-29,5.04E-31,0.0547,11.5827045,0.6334951,7877.35,RPL6,ribosomal protein L6
126731,6.09E-29,5.08E-31,0.1228,-11.5821143,-1.4223125,155.64,CCSAP,"centriole, cilia and spindle associated protein"
165631,6.59E-29,5.53E-31,0.2361,-11.5748547,-2.7332101,44.81,PARP15,poly(ADP-ribose) polymerase family member 15
10437,7.40E-29,6.25E-31,0.1674,-11.5643551,-1.9364361,1397.12,IFI30,IFI30 lysosomal thiol reductase
144983,7.61E-29,6.46E-31,0.0624,11.56148,0.7209578,1050.27,HNRNPA1L2,heterogeneous nuclear ribonucleoprotein A1 like 2
79577,1.59E-28,1.35E-30,0.0614,-11.4977106,-0.7063158,504.39,CDC73,cell division cycle 73
123606,1.80E-28,1.55E-30,0.0909,-11.4859668,-1.0443771,200.78,NIPA1,NIPA magnesium transporter 1
283209,1.98E-28,1.71E-30,0.1287,-11.4773438,-1.477702,222.7,PGM2L1,phosphoglucomutase 2 like 1
8148,2.12E-28,1.84E-30,0.0531,11.4711459,0.6094693,2002.5,TAF15,TATA-box binding protein associated factor 15
4688,2.15E-28,1.88E-30,0.2226,-11.4693642,-2.5530707,242.62,NCF2,neutrophil cytosolic factor 2
29957,2.42E-28,2.13E-30,0.0959,-11.4586007,-1.0984604,629.94,SLC25A24,solute carrier family 25 member 24
3845,2.55E-28,2.26E-30,0.0844,-11.4534493,-0.96619,714.12,KRAS,"KRAS proto-oncogene, GTPase"
6130,2.63E-28,2.35E-30,0.068,11.4501679,0.7790056,7262.59,RPL7A,ribosomal protein L7a
6016,2.84E-28,2.55E-30,0.0778,-11.4430455,-0.8897529,557.86,RIT1,Ras like without CAAX 1
23515,2.94E-28,2.66E-30,0.1043,-11.4393726,-1.1926848,387.35,MORC3,MORC family CW-type zinc finger 3
100526760,3.26E-28,2.96E-30,0.0818,11.4300664,0.9345007,261.27,ABHD14A-ACY1,ABHD14A-ACY1 readthrough
163859,3.43E-28,3.13E-30,0.0617,-11.4251813,-0.7054674,450.09,SDE2,SDE2 telomere maintenance homolog
257144,3.61E-28,3.31E-30,0.1753,-11.4202589,-2.0018951,50.01,GCSAM,germinal center associated signaling and motility
191,3.68E-28,3.40E-30,0.0817,11.4180727,0.932488,2126.81,AHCY,adenosylhomocysteinase
26995,3.87E-28,3.60E-30,0.0775,11.4131216,0.8847297,627.34,TRUB2,TruB pseudouridine synthase family member 2
272,4.31E-28,4.03E-30,0.1793,-11.403261,-2.0449735,243.85,AMPD3,adenosine monophosphate deaminase 3
27071,4.80E-28,4.51E-30,0.2321,-11.3933445,-2.6438497,114.4,DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides 1
1556,6.56E-28,6.20E-30,0.4233,-11.3656919,-4.8109985,128.31,CYP2B7P,"cytochrome P450 family 2 subfamily B member 7, pseudogene"
6310,7.39E-28,7.02E-30,0.0942,-11.3547787,-1.0694785,635.87,ATXN1,ataxin 1
54813,7.70E-28,7.36E-30,0.089,-11.3506777,-1.0103515,136.23,KLHL28,kelch like family member 28
3663,8.49E-28,8.16E-30,0.1583,-11.3415944,-1.794828,129.91,IRF5,interferon regulatory factor 5
3937,8.55E-28,8.27E-30,0.139,-11.3404875,-1.5763067,263.07,LCP2,lymphocyte cytosolic protein 2
23450,1.16E-27,1.12E-29,0.0657,11.3135735,0.743182,3054.46,SF3B3,splicing factor 3b subunit 3
639,1.23E-27,1.21E-29,0.1131,-11.3073412,-1.2784302,231.45,PRDM1,PR/SET domain 1
2697,1.32E-27,1.30E-29,0.0989,-11.3010183,-1.1175853,3716.85,GJA1,gap junction protein alpha 1
5033,1.61E-27,1.59E-29,0.1201,-11.2830596,-1.3554377,1534.43,P4HA1,prolyl 4-hydroxylase subunit alpha 1
57698,1.61E-27,1.60E-29,0.1448,-11.2825879,-1.6338534,292.44,SHTN1,shootin 1
22891,1.62E-27,1.62E-29,0.2048,-11.2816015,-2.3099265,60.66,ZNF365,zinc finger protein 365
10993,1.73E-27,1.74E-29,0.3371,-11.2751085,-3.8006704,174.69,SDS,serine dehydratase
8445,1.76E-27,1.77E-29,0.0858,-11.2735083,-0.9674214,413.28,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2
95,1.84E-27,1.87E-29,0.0857,11.2690059,0.9657586,247.07,ACY1,aminoacylase 1
84689,2.04E-27,2.08E-29,0.2605,-11.2595129,-2.9331962,78.71,MS4A14,membrane spanning 4-domains A14
10631,2.11E-27,2.16E-29,0.3278,-11.2561522,-3.6893575,12307.67,POSTN,periostin
729582,2.12E-27,2.18E-29,0.1944,-11.2552574,-2.1879906,13.66,DIRC3,disrupted in renal carcinoma 3
966,2.25E-27,2.33E-29,0.0878,11.2492825,0.9876111,21471.82,CD59,CD59 molecule (CD59 blood group)
59338,2.44E-27,2.54E-29,0.0873,-11.2418356,-0.9812101,501.55,PLEKHA1,pleckstrin homology domain containing A1
55256,2.51E-27,2.63E-29,0.0748,11.2387798,0.8410656,998.24,ADI1,acireductone dioxygenase 1
56929,2.76E-27,2.90E-29,0.1014,-11.2301675,-1.1388031,431.01,FEM1C,fem-1 homolog C
23034,3.10E-27,3.28E-29,0.105,-11.2191977,-1.1784236,553.67,SAMD4A,sterile alpha motif domain containing 4A
3475,3.15E-27,3.35E-29,0.0809,-11.2173394,-0.906951,742.9,IFRD1,interferon related developmental regulator 1
441172,3.63E-27,3.88E-29,0.1838,-11.2044694,-2.0592739,36.57,NHSL1-AS1,NHSL1 antisense RNA 1
11331,3.70E-27,3.97E-29,0.0589,11.2023249,0.6597923,2859.32,PHB2,prohibitin 2
2359,3.79E-27,4.09E-29,0.2832,-11.1996566,-3.1717422,251.31,FPR3,formyl peptide receptor 3
54997,4.16E-27,4.51E-29,0.2198,11.191142,2.4594283,54.28,TESC,tescalcin
3268,4.55E-27,4.96E-29,0.1007,11.1825948,1.1264834,268.62,AGFG2,ArfGAP with FG repeats 2
28960,4.65E-27,5.09E-29,0.0749,11.1803275,0.8372679,418.37,DCPS,"decapping enzyme, scavenger"
8662,4.85E-27,5.33E-29,0.0702,11.176202,0.7850036,3376.78,EIF3B,eukaryotic translation initiation factor 3 subunit B
6181,5.01E-27,5.54E-29,0.074,11.1728601,0.8265775,6039.79,RPLP2,ribosomal protein lateral stalk subunit P2
7124,5.95E-27,6.61E-29,0.2753,-11.1571627,-3.07106,69.2,TNF,tumor necrosis factor
29110,5.98E-27,6.68E-29,0.0639,-11.1562125,-0.7132642,481.14,TBK1,TANK binding kinase 1
387841,7.68E-27,8.61E-29,0.068,11.1335467,0.7572247,1130.15,RPL13AP20,ribosomal protein L13a pseudogene 20
83648,7.92E-27,8.92E-29,0.3063,-11.1304249,-3.4090369,67.37,FAM167A,family with sequence similarity 167 member A
7286,7.96E-27,9.02E-29,0.195,-11.1294828,-2.1698477,464.91,TUFT1,tuftelin 1
7374,8.27E-27,9.42E-29,0.0665,11.1255969,0.7398449,618.78,UNG,uracil DNA glycosylase
10514,8.27E-27,9.45E-29,0.0828,11.125289,0.921174,1470.59,MYBBP1A,MYB binding protein 1a
1723,8.51E-27,9.77E-29,0.0748,11.1223389,0.8321863,237.04,DHODH,dihydroorotate dehydrogenase (quinone)
10537,9.99E-27,1.15E-28,0.4774,-11.1074822,-5.3030345,252.66,UBD,ubiquitin D
55671,9.99E-27,1.16E-28,0.0536,-11.1071796,-0.5948097,1020.94,PPP4R3A,protein phosphatase 4 regulatory subunit 3A
23354,1.13E-26,1.31E-28,0.0602,11.0961089,0.6678854,362.79,HAUS5,HAUS augmin like complex subunit 5
80199,1.16E-26,1.36E-28,0.0567,11.092648,0.6285824,259.88,FUZ,fuzzy planar cell polarity protein
9980,1.19E-26,1.40E-28,0.1089,-11.090355,-1.2078957,364.7,DOP1B,DOP1 leucine zipper like protein B
7343,1.27E-26,1.50E-28,0.0532,11.084038,0.5899014,1931.05,UBTF,upstream binding transcription factor
79631,1.29E-26,1.53E-28,0.0699,-11.0819687,-0.7745354,588.3,EFL1,elongation factor like GTPase 1
5922,1.38E-26,1.64E-28,0.1042,-11.0757535,-1.1539963,298.79,RASA2,RAS p21 protein activator 2
113455421,1.48E-26,1.78E-28,0.0565,11.0688143,0.6257914,717.19,DERPC,DERPC proline and glycine rich nuclear protein
54921,1.48E-26,1.78E-28,0.0565,11.0688143,0.6257914,717.19,CHTF8,chromosome transmission fidelity factor 8
80896,1.57E-26,1.89E-28,0.1856,-11.0631223,-2.0536482,238.38,NPL,N-acetylneuraminate pyruvate lyase
51029,1.73E-26,2.10E-28,0.0686,-11.0539564,-0.7583154,679.53,DESI2,desumoylating isopeptidase 2
9208,1.73E-26,2.10E-28,0.0816,-11.0536574,-0.9020775,1528.56,LRRFIP1,LRR binding FLII interacting protein 1
359845,1.73E-26,2.12E-28,0.0895,-11.0529356,-0.9889141,826.29,RFLNB,refilin B
55163,2.24E-26,2.76E-28,0.074,11.0294466,0.8159718,625.48,PNPO,pyridoxamine 5'-phosphate oxidase
3627,2.27E-26,2.80E-28,0.4038,-11.0279471,-4.4533383,45.8,CXCL10,C-X-C motif chemokine ligand 10
6094,2.31E-26,2.86E-28,0.1013,11.0261911,1.1171816,75.79,ROM1,retinal outer segment membrane protein 1
