GeneID,adj.P.Val,pvalue,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
105373869,3.78E-17,3.82E-20,0.7441,-9.1929274,-6.84,225.02,LINC01614,long intergenic non-protein coding RNA 1614
3017,4.76E-17,5.04E-20,0.3098,-9.1631129,-2.84,714.88,H2BC5,H2B clustered histone 5
332,7.75E-17,8.56E-20,0.5267,-9.1058216,-4.8,251.1,BIRC5,baculoviral IAP repeat containing 5
8336,1.14E-16,1.32E-19,0.409,-9.0591035,-3.71,428.62,H2AC17,H2A clustered histone 17
9478,1.75E-16,2.10E-19,0.3112,9.0081485,2.8,52.53,CABP1,calcium binding protein 1
7203,3.32E-16,4.12E-19,0.1307,-8.9336872,-1.17,2776.37,CCT3,chaperonin containing TCP1 subunit 3
4751,3.61E-16,4.66E-19,0.5794,-8.9200946,-5.17,165.71,NEK2,NIMA related kinase 2
22974,5.34E-16,7.13E-19,0.4464,-8.8727736,-3.96,346.91,TPX2,TPX2 microtubule nucleation factor
8343,5.40E-16,7.46E-19,0.4167,-8.8678335,-3.7,143.56,H2BC7,H2B clustered histone 7
3977,7.21E-16,1.04E-18,0.2895,8.830633,2.56,8654.88,LIFR,LIF receptor subunit alpha
100133311,7.21E-16,1.09E-18,0.2652,8.8250066,2.34,65.13,HOXA-AS3,HOXA cluster antisense RNA 3
2710,7.21E-16,1.09E-18,0.2044,-8.8259087,-1.8,369.23,GK,glycerol kinase
51514,7.38E-16,1.15E-18,0.3438,-8.8190013,-3.03,206.88,DTL,denticleless E3 ubiquitin protein ligase homolog
7153,7.92E-16,1.28E-18,0.6135,-8.807846,-5.4,1863.21,TOP2A,DNA topoisomerase II alpha
55355,7.97E-16,1.32E-18,0.5668,-8.8039269,-4.99,88.88,HJURP,Holliday junction recognition protein
1969,8.41E-16,1.43E-18,0.2332,8.7948483,2.05,804.54,EPHA2,EPH receptor A2
991,8.55E-16,1.50E-18,0.3717,-8.789979,-3.27,159.84,CDC20,cell division cycle 20
54443,1.24E-15,2.22E-18,0.5447,-8.7456606,-4.76,481.43,ANLN,"anillin, actin binding protein"
7123,1.43E-15,2.63E-18,0.588,8.726464,5.13,1136.07,CLEC3B,C-type lectin domain family 3 member B
81788,1.54E-15,2.91E-18,0.253,-8.7149475,-2.21,148.46,NUAK2,NUAK family kinase 2
9156,1.98E-15,3.82E-18,0.4143,-8.6840361,-3.6,78.29,EXO1,exonuclease 1
100507421,2.07E-15,4.09E-18,0.2987,8.6762822,2.59,159.71,TMEM178B,transmembrane protein 178B
2840,2.17E-15,4.39E-18,0.4094,8.6681951,3.55,157.23,GPR17,G protein-coupled receptor 17
10631,2.19E-15,4.53E-18,0.4572,-8.6645227,-3.96,12124.3,POSTN,periostin
3232,2.91E-15,6.16E-18,0.3222,8.6295077,2.78,105.11,HOXD3,homeobox D3
196051,3.85E-15,8.34E-18,0.56,-8.5948804,-4.81,70.02,PLPP4,phospholipid phosphatase 4
3013,4.97E-15,1.10E-17,0.3354,-8.563089,-2.87,77.87,H2AC7,H2A clustered histone 7
4838,5.44E-15,1.24E-17,0.2646,8.5494393,2.26,40.13,NODAL,nodal growth differentiation factor
9787,5.44E-15,1.25E-17,0.5061,-8.5479712,-4.33,139.79,DLGAP5,DLG associated protein 5
6530,6.99E-15,1.64E-17,0.8294,8.5167873,7.06,43.15,SLC6A2,solute carrier family 6 member 2
9493,7.72E-15,1.85E-17,0.328,-8.502911,-2.79,183.35,KIF23,kinesin family member 23
107985474,8.34E-15,2.04E-17,0.4264,8.4917547,3.62,21.36,LOC107985474,uncharacterized LOC107985474
55165,8.82E-15,2.19E-17,0.4882,-8.4831188,-4.14,122.25,CEP55,centrosomal protein 55
6517,8.85E-15,2.24E-17,0.5627,8.4806151,4.77,213.3,SLC2A4,solute carrier family 2 member 4
5795,1.37E-14,3.52E-17,0.1566,-8.4277979,-1.32,2048.69,PTPRJ,protein tyrosine phosphatase receptor type J
259266,1.47E-14,3.87E-17,0.5634,-8.4167949,-4.74,558.18,ASPM,assembly factor for spindle microtubules
105378558,1.70E-14,4.55E-17,0.4248,8.397766,3.57,218.14,EBF3-AS1,EBF3 antisense RNA 1
2277,1.80E-14,4.88E-17,0.6041,8.3894332,5.07,255.78,VEGFD,vascular endothelial growth factor D
93974,2.04E-14,5.65E-17,0.1951,-8.3723992,-1.63,249.63,ATP5IF1,ATP synthase inhibitory factor subunit 1
4648,2.18E-14,6.11E-17,0.3581,8.3630714,2.99,140.9,MYO7B,myosin VIIB
4288,2.37E-14,6.75E-17,0.4794,-8.3513056,-4,583.47,MKI67,marker of proliferation Ki-67
126961,2.57E-14,7.44E-17,0.5086,-8.3398407,-4.24,326.46,H3C14,H3 clustered histone 14
157313,3.93E-14,1.16E-16,0.4446,-8.2875206,-3.68,152.67,CDCA2,cell division cycle associated 2
128239,4.05E-14,1.21E-16,0.5128,-8.281908,-4.25,348.15,IQGAP3,IQ motif containing GTPase activating protein 3
11130,4.05E-14,1.23E-16,0.3187,-8.2802194,-2.64,158.15,ZWINT,ZW10 interacting kinetochore protein
333932,4.42E-14,1.36E-16,0.5123,-8.2679299,-4.24,313.36,H3C15,H3 clustered histone 15
105371366,8.38E-14,2.62E-16,0.2984,8.1895476,2.44,45.89,LOC105371366,uncharacterized LOC105371366
55143,1.13E-13,3.60E-16,0.3844,-8.1512969,-3.13,106.15,CDCA8,cell division cycle associated 8
6263,1.47E-13,4.72E-16,0.3356,8.118477,2.72,368.04,RYR3,ryanodine receptor 3
9833,2.11E-13,6.90E-16,0.5112,-8.0722875,-4.13,132.04,MELK,maternal embryonic leucine zipper kinase
153579,2.99E-13,9.90E-16,0.562,8.0280984,4.51,1643.46,BTNL9,butyrophilin like 9
9928,2.99E-13,1.01E-15,0.5891,-8.0261965,-4.73,153.33,KIF14,kinesin family member 14
339983,2.99E-13,1.02E-15,0.5884,8.0244124,4.72,1120.07,NAT8L,N-acetyltransferase 8 like
10721,3.47E-13,1.22E-15,0.4208,-8.0028956,-3.37,140.44,POLQ,DNA polymerase theta
9055,3.47E-13,1.20E-15,0.2874,-8.0043196,-2.3,266.85,PRC1,protein regulator of cytokinesis 1
10403,4.29E-13,1.52E-15,0.4915,-7.9752387,-3.92,119.7,NDC80,NDC80 kinetochore complex component
114800,5.38E-13,1.93E-15,0.4189,7.9457182,3.33,235.39,CCDC85A,coiled-coil domain containing 85A
102723529,5.55E-13,2.02E-15,0.7312,7.9402061,5.81,57.23,LOC102723529,uncharacterized LOC102723529
3373,5.72E-13,2.10E-15,0.3234,7.9350155,2.57,144.71,HYAL1,hyaluronidase 1
2934,6.53E-13,2.43E-15,0.3912,7.9169381,3.1,52030.29,GSN,gelsolin
10051,6.71E-13,2.53E-15,0.2259,-7.9120148,-1.79,1207.24,SMC4,structural maintenance of chromosomes 4
150468,1.19E-12,4.53E-15,0.603,-7.839377,-4.73,81.7,CKAP2L,cytoskeleton associated protein 2 like
102723507,1.22E-12,4.74E-15,0.2988,7.8337364,2.34,49.18,LOC102723507,
1763,1.23E-12,4.80E-15,0.2352,-7.8321683,-1.84,215.81,DNA2,DNA replication helicase/nuclease 2
10635,1.27E-12,5.07E-15,0.3797,-7.82515,-2.97,91,RAD51AP1,RAD51 associated protein 1
768206,1.27E-12,5.06E-15,0.2548,7.8254521,1.99,207.05,PRCD,photoreceptor disc component
151,1.32E-12,5.34E-15,0.4001,7.818684,3.13,61.61,ADRA2B,adrenoceptor alpha 2B
153090,1.38E-12,5.65E-15,0.2131,7.8115471,1.66,2596.3,DAB2IP,DAB2 interacting protein
8358,1.38E-12,5.74E-15,0.5677,-7.8096176,-4.43,494.95,H3C2,H3 clustered histone 2
4915,1.46E-12,6.12E-15,0.4127,7.8015451,3.22,3424,NTRK2,neurotrophic receptor tyrosine kinase 2
11004,1.60E-12,6.85E-15,0.4156,-7.7872423,-3.24,158.17,KIF2C,kinesin family member 2C
55215,1.60E-12,6.78E-15,0.2054,-7.7884341,-1.6,634.02,FANCI,FA complementation group I
64151,2.16E-12,9.33E-15,0.3883,-7.7480114,-3.01,309.97,NCAPG,non-SMC condensin I complex subunit G
3745,2.39E-12,1.05E-14,0.5533,7.733476,4.28,555.33,KCNB1,potassium voltage-gated channel subfamily B member 1
256691,2.74E-12,1.25E-14,0.3419,7.7110042,2.64,1052.86,MAMDC2,MAM domain containing 2
169611,2.74E-12,1.23E-14,0.2527,7.7132807,1.95,3104.49,OLFML2A,olfactomedin like 2A
83849,2.74E-12,1.25E-14,0.2611,7.7107454,2.01,369.66,SYT15,synaptotagmin 15
148113,2.74E-12,1.22E-14,0.3818,-7.7141264,-2.94,143.59,CILP2,cartilage intermediate layer protein 2
8357,3.30E-12,1.52E-14,0.4302,-7.6858061,-3.31,277.03,H3C10,H3 clustered histone 10
8329,3.38E-12,1.58E-14,0.6106,-7.6806638,-4.69,220.99,H2AC13,H2A clustered histone 13
5777,3.38E-12,1.59E-14,0.1912,-7.6802637,-1.47,598.99,PTPN6,protein tyrosine phosphatase non-receptor type 6
3009,4.00E-12,1.90E-14,0.5808,-7.6573553,-4.45,697.71,H1-5,"H1.5 linker histone, cluster member"
161725,4.12E-12,1.97E-14,0.2582,7.6525634,1.98,132.53,OTUD7A,OTU deubiquitinase 7A
7148,4.69E-12,2.27E-14,0.6629,7.6346052,5.06,22200.22,TNXB,tenascin XB
1894,5.32E-12,2.60E-14,0.2753,-7.6170402,-2.1,741.82,ECT2,epithelial cell transforming 2
4085,5.39E-12,2.69E-14,0.401,-7.6124734,-3.05,252.22,MAD2L1,mitotic arrest deficient 2 like 1
890,5.39E-12,2.71E-14,0.3885,-7.6116395,-2.96,200.3,CCNA2,cyclin A2
3161,5.39E-12,2.66E-14,0.5582,-7.6139916,-4.25,125.5,HMMR,hyaluronan mediated motility receptor
83540,9.75E-12,4.94E-14,0.6094,-7.5335311,-4.59,91.7,NUF2,NUF2 component of NDC80 kinetochore complex
3159,9.81E-12,5.01E-14,0.2441,-7.5315559,-1.84,642.98,HMGA1,high mobility group AT-hook 1
285943,9.84E-12,5.07E-14,0.3421,7.5300394,2.58,35.14,HOXA-AS2,HOXA cluster antisense RNA 2
8352,9.90E-12,5.15E-14,0.504,-7.5281168,-3.79,165.93,H3C3,H3 clustered histone 3
57447,9.96E-12,5.23E-14,0.2847,7.5261343,2.14,2612.74,NDRG2,NDRG family member 2
51512,1.18E-11,6.23E-14,0.4585,-7.5032393,-3.44,123.03,GTSE1,G2 and S-phase expressed 1
56963,1.33E-11,7.08E-14,0.4255,7.4863007,3.19,780.47,RGMA,repulsive guidance molecule BMP co-receptor a
23336,1.74E-11,9.39E-14,0.528,7.4492552,3.93,4260.18,SYNM,synemin
107986780,1.75E-11,9.50E-14,0.4082,7.44773,3.04,203.98,LOC107986780,
64793,1.78E-11,9.75E-14,0.2223,-7.444299,-1.66,345.51,CEP85,centrosomal protein 85
28999,1.94E-11,1.07E-13,0.4722,7.43203,3.51,324,KLF15,KLF transcription factor 15
701,2.18E-11,1.21E-13,0.4883,-7.4152232,-3.62,127.21,BUB1B,BUB1 mitotic checkpoint serine/threonine kinase B
84913,2.19E-11,1.23E-13,0.5548,7.413601,4.11,826.63,ATOH8,atonal bHLH transcription factor 8
9,2.32E-11,1.32E-13,0.6602,-7.4046213,-4.89,2133.28,NAT1,N-acetyltransferase 1
8331,2.64E-11,1.51E-13,0.6617,-7.3864958,-4.89,392.04,H2AC14,H2A clustered histone 14
105372457,2.64E-11,1.52E-13,0.372,7.3855253,2.75,97.21,MYADM-AS1,MYADM antisense RNA 1
105376204,3.02E-11,1.75E-13,0.4225,7.3667098,3.11,27.84,LOC105376204,uncharacterized LOC105376204
80726,3.16E-11,1.85E-13,0.3303,7.3593592,2.43,240.82,IQCN,IQ motif containing N
1675,3.31E-11,1.95E-13,0.7301,7.3522059,5.37,11629.1,CFD,complement factor D
3773,3.42E-11,2.03E-13,0.7457,7.3465969,5.48,59.4,KCNJ16,potassium inwardly rectifying channel subfamily J member 16
11096,3.84E-11,2.29E-13,0.5126,7.3303882,3.76,4039.45,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5
1805,4.07E-11,2.46E-13,0.5553,7.3213177,4.07,3535.52,DPT,dermatopontin
33,4.42E-11,2.69E-13,0.568,7.3092234,4.15,97.54,ACADL,acyl-CoA dehydrogenase long chain
79682,4.58E-11,2.80E-13,0.2984,-7.3035532,-2.18,173.2,CENPU,centromere protein U
220296,5.51E-11,3.40E-13,0.7633,7.2776107,5.56,149.9,HEPACAM,hepatic and glial cell adhesion molecule
10253,5.71E-11,3.55E-13,0.3643,7.2718005,2.65,1296.55,SPRY2,sprouty RTK signaling antagonist 2
8349,6.23E-11,3.93E-13,0.3751,-7.2580846,-2.72,694.85,H2BC21,H2B clustered histone 21
105369748,6.23E-11,3.90E-13,0.3032,7.2588571,2.2,119.82,RPAP3-DT,RPAP3 divergent transcript
729307,6.37E-11,4.05E-13,0.713,7.2539209,5.17,27.28,LINC02510,long intergenic non-protein coding RNA 2510
57519,6.68E-11,4.27E-13,0.3611,7.2465839,2.62,1740.43,STARD9,StAR related lipid transfer domain containing 9
10460,8.00E-11,5.15E-13,0.237,-7.2211834,-1.71,214.37,TACC3,transforming acidic coiled-coil containing protein 3
55286,8.21E-11,5.33E-13,0.3401,7.2166157,2.45,135.52,C4orf19,chromosome 4 open reading frame 19
10249,8.51E-11,5.56E-13,0.8483,7.2108063,6.12,110.69,GLYAT,glycine-N-acyltransferase
105374640,8.70E-11,5.73E-13,0.324,7.2068551,2.33,87.12,SPTBN1-AS1,SPTBN1 antisense RNA 1
6491,8.84E-11,5.86E-13,0.3364,-7.2037352,-2.42,275.9,STIL,STIL centriolar assembly protein
257019,9.83E-11,6.58E-13,0.3112,7.187969,2.24,439.13,FRMD3,FERM domain containing 3
30819,9.83E-11,6.60E-13,0.5922,7.187392,4.26,430.48,KCNIP2,potassium voltage-gated channel interacting protein 2
397,1.02E-10,6.92E-13,0.186,-7.18101,-1.34,2124.27,ARHGDIB,Rho GDP dissociation inhibitor beta
1301,1.06E-10,7.25E-13,0.8546,-7.1745666,-6.13,1175.8,COL11A1,collagen type XI alpha 1 chain
142,1.12E-10,7.70E-13,0.1639,-7.1663831,-1.17,2908.86,PARP1,poly(ADP-ribose) polymerase 1
891,1.16E-10,7.99E-13,0.3864,-7.1613273,-2.77,403.02,CCNB1,cyclin B1
103724386,1.24E-10,8.62E-13,0.6657,7.1509412,4.76,20,LINC00377,long intergenic non-protein coding RNA 377
4001,1.34E-10,9.37E-13,0.3698,-7.1395201,-2.64,546.32,LMNB1,lamin B1
101927233,1.40E-10,9.95E-13,0.2626,7.1311432,1.87,78.93,SEMA6A-AS1,SEMA6A antisense RNA 1
5347,1.40E-10,9.92E-13,0.4039,-7.1316413,-2.88,112.26,PLK1,polo like kinase 1
147841,1.49E-10,1.06E-12,0.4746,-7.1220976,-3.38,92.59,SPC24,SPC24 component of NDC80 kinetochore complex
27147,1.62E-10,1.16E-12,0.4448,7.1100578,3.16,600.35,DENND2A,DENN domain containing 2A
107985253,1.66E-10,1.20E-12,0.5064,7.1056108,3.6,30.22,LOC107985253,uncharacterized LOC107985253
8342,1.70E-10,1.23E-12,0.8016,-7.1015035,-5.69,36,H2BC14,H2B clustered histone 14
163175,1.71E-10,1.25E-12,0.4836,7.0995094,3.43,295.62,LGI4,leucine rich repeat LGI family member 4
112268279,1.72E-10,1.27E-12,0.5627,7.0977255,3.99,98.67,LOC112268279,
1028,1.78E-10,1.32E-12,0.4131,7.0922253,2.93,1009.63,CDKN1C,cyclin dependent kinase inhibitor 1C
5950,1.82E-10,1.35E-12,0.7902,7.0886656,5.6,826.78,RBP4,retinol binding protein 4
107986294,1.84E-10,1.39E-12,0.3771,7.0849801,2.67,172.02,LOC107986294,uncharacterized LOC107986294
105378072,1.84E-10,1.39E-12,0.5506,7.0852908,3.9,37.18,LOC105378072,uncharacterized LOC105378072
26468,2.00E-10,1.52E-12,0.4674,7.0729992,3.31,465.01,LHX6,LIM homeobox 6
401021,2.10E-10,1.61E-12,0.3347,7.0646234,2.36,100.22,LOC401021,uncharacterized LOC401021
6285,2.10E-10,1.60E-12,0.5938,7.0652214,4.2,317.98,S100B,S100 calcium binding protein B
220134,2.11E-10,1.63E-12,0.5233,-7.0626003,-3.7,71.22,SKA1,spindle and kinetochore associated complex subunit 1
79812,2.20E-10,1.71E-12,0.3805,7.0564307,2.68,3417.66,MMRN2,multimerin 2
9232,2.22E-10,1.74E-12,0.5056,-7.0538582,-3.57,99.29,PTTG1,"PTTG1 regulator of sister chromatid separation, securin"
6330,2.31E-10,1.82E-12,0.3777,7.0479268,2.66,707,SCN4B,sodium voltage-gated channel beta subunit 4
439950,2.31E-10,1.83E-12,0.5535,7.0468952,3.9,119.59,CELF2-AS2,CELF2 antisense RNA 2
3489,2.32E-10,1.85E-12,0.6613,7.0453681,4.66,1670.95,IGFBP6,insulin like growth factor binding protein 6
115330,2.41E-10,1.94E-12,0.3902,7.0388744,2.75,333.7,GPR146,G protein-coupled receptor 146
1896,2.41E-10,1.94E-12,0.3048,7.0386924,2.15,217.71,EDA,ectodysplasin A
11082,2.43E-10,1.97E-12,0.5844,-7.0368918,-4.11,71.94,ESM1,endothelial cell specific molecule 1
653720,2.47E-10,2.01E-12,0.3309,7.0338264,2.33,194.34,GOLGA8M,golgin A8 family member M
1300,2.56E-10,2.10E-12,0.4823,-7.0277625,-3.39,1491.62,COL10A1,collagen type X alpha 1 chain
158376,2.60E-10,2.15E-12,0.5254,7.0246381,3.69,97.74,SPAAR,small regulatory polypeptide of amino acid response
100131378,2.63E-10,2.18E-12,0.425,7.0226505,2.98,91.6,C11orf91,chromosome 11 open reading frame 91
256949,2.77E-10,2.31E-12,0.394,7.0143798,2.76,763.31,KANK3,KN motif and ankyrin repeat domains 3
57165,2.96E-10,2.48E-12,0.3697,7.0042222,2.59,138.26,GJC2,gap junction protein gamma 2
79570,3.45E-10,2.95E-12,0.8469,-6.9800486,-5.91,160.95,NKAIN1,sodium/potassium transporting ATPase interacting 1
148808,3.45E-10,2.93E-12,0.3877,6.9809811,2.71,207.26,MFSD4A,major facilitator superfamily domain containing 4A
23635,3.45E-10,2.97E-12,0.1566,6.9793104,1.09,1333.37,SSBP2,single stranded DNA binding protein 2
8356,3.45E-10,2.95E-12,0.8463,-6.9800524,-5.91,51.42,H3C12,H3 clustered histone 12
101928284,3.45E-10,2.96E-12,0.4373,6.9796354,3.05,23.72,PDE9A-AS1,PDE9A antisense RNA 1
105371368,3.59E-10,3.11E-12,0.539,6.9727392,3.76,15.37,CDH13-AS1,CDH13 antisense RNA 1
554,3.69E-10,3.21E-12,0.4826,6.9683034,3.36,116.27,AVPR2,arginine vasopressin receptor 2
254312,3.87E-10,3.41E-12,0.3989,6.9598545,2.78,26.16,LINC00710,long intergenic non-protein coding RNA 710
4684,3.87E-10,3.39E-12,0.4772,6.9605819,3.32,308.31,NCAM1,neural cell adhesion molecule 1
1271,3.94E-10,3.48E-12,0.6409,6.9566943,4.46,154.76,CNTFR,ciliary neurotrophic factor receptor
5463,4.43E-10,3.94E-12,0.1977,6.9393395,1.37,558.53,POU6F1,POU class 6 homeobox 1
9088,4.55E-10,4.07E-12,0.4478,-6.9348704,-3.11,137.44,PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1"
7146,4.61E-10,4.14E-12,0.6378,6.9323376,4.42,1121.95,TNXA,tenascin XA (pseudogene)
25891,4.74E-10,4.29E-12,0.441,6.9273787,3.06,488.86,PAMR1,peptidase domain containing associated with muscle regeneration 1
79057,4.74E-10,4.30E-12,0.6396,6.9270013,4.43,377.1,PRRG3,proline rich and Gla domain 3
107983974,5.07E-10,4.62E-12,0.6346,6.916848,4.39,15.63,LOC107983974,uncharacterized LOC107983974
107986251,5.12E-10,4.69E-12,0.3806,6.9147833,2.63,41.43,LINC02600,long intergenic non-protein coding RNA 2600
100289509,5.46E-10,5.03E-12,0.5682,6.9047561,3.92,119.13,KCNIP2-AS1,KCNIP2 antisense RNA 1
54221,5.89E-10,5.45E-12,0.5346,6.8934335,3.69,134.66,SNTG2,syntrophin gamma 2
7049,5.98E-10,5.56E-12,0.4357,6.8905896,3,6240.07,TGFBR3,transforming growth factor beta receptor 3
63967,6.04E-10,5.65E-12,0.4801,-6.8882736,-3.31,139.03,CLSPN,claspin
7173,6.24E-10,5.93E-12,0.3178,6.8813123,2.19,406.06,TPO,thyroid peroxidase
5295,6.24E-10,5.91E-12,0.179,6.8819214,1.23,7737.71,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1
107986838,6.24E-10,5.94E-12,0.4671,6.8810163,3.21,120.03,LOC107986838,uncharacterized LOC107986838
219348,6.24E-10,5.94E-12,0.5671,6.8810626,3.9,581.94,PLAC9,placenta associated 9
8969,6.25E-10,5.98E-12,0.4333,-6.8801104,-2.98,441.34,H2AC11,H2A clustered histone 11
10655,6.47E-10,6.23E-12,0.5515,6.8742182,3.79,112.81,DMRT2,doublesex and mab-3 related transcription factor 2
23302,6.47E-10,6.26E-12,0.3748,6.8736973,2.58,159.25,WSCD1,WSC domain containing 1
23177,6.55E-10,6.36E-12,0.1693,6.8713204,1.16,2135.5,CEP68,centrosomal protein 68
2155,6.79E-10,6.63E-12,0.6475,-6.8654256,-4.45,121.36,F7,coagulation factor VII
26586,6.81E-10,6.67E-12,0.3023,-6.864467,-2.08,612.79,CKAP2,cytoskeleton associated protein 2
107986986,7.11E-10,7.00E-12,0.31,6.8575567,2.13,71.13,LOC107986986,uncharacterized LOC107986986
24141,7.48E-10,7.40E-12,0.639,-6.8496894,-4.38,197.12,LAMP5,lysosomal associated membrane protein family member 5
66004,7.52E-10,7.48E-12,0.2844,6.8481879,1.95,336.84,LYNX1,Ly6/neurotoxin 1
643749,7.62E-10,7.63E-12,0.1875,6.8452707,1.28,323.51,TRAF3IP2-AS1,TRAF3IP2 antisense RNA 1
9768,7.62E-10,7.65E-12,0.6687,-6.8450459,-4.58,113.57,PCLAF,PCNA clamp associated factor
7102,7.65E-10,7.71E-12,0.4604,6.8437732,3.15,719.43,TSPAN7,tetraspanin 7
83695,7.69E-10,7.79E-12,0.1761,-6.8424027,-1.21,300.74,RHNO1,RAD9-HUS1-RAD1 interacting nuclear orphan 1
113130,7.75E-10,7.88E-12,0.4593,-6.8407007,-3.14,159.49,CDCA5,cell division cycle associated 5
84941,8.05E-10,8.22E-12,0.4154,-6.8346248,-2.84,230.35,HSH2D,hematopoietic SH2 domain containing
105369812,8.06E-10,8.28E-12,0.491,-6.8336704,-3.36,30.4,LOC105369812,uncharacterized LOC105369812
84264,8.06E-10,8.32E-12,0.3414,-6.8330071,-2.33,130.3,HAGHL,hydroxyacylglutathione hydrolase like
7122,8.20E-10,8.49E-12,0.5385,6.8300652,3.68,1910.29,CLDN5,claudin 5
3233,8.33E-10,8.67E-12,0.3691,6.827036,2.52,280.42,HOXD4,homeobox D4
6869,8.39E-10,8.85E-12,0.5003,6.8240041,3.41,403.34,TACR1,tachykinin receptor 1
105374735,8.39E-10,8.80E-12,0.9377,6.8248808,6.4,27.77,LOC105374735,uncharacterized LOC105374735
2904,8.39E-10,8.86E-12,0.6666,6.8239261,4.55,123.95,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B
55723,8.39E-10,8.89E-12,0.4564,-6.8234912,-3.11,136.72,ASF1B,anti-silencing function 1B histone chaperone
10765,8.56E-10,9.10E-12,0.1833,-6.8199925,-1.25,3726.52,KDM5B,lysine demethylase 5B
23417,8.63E-10,9.22E-12,0.1348,6.8181684,9.19E-01,516.88,MLYCD,malonyl-CoA decarboxylase
348654,8.76E-10,9.40E-12,0.2686,-6.8154301,-1.83,389.13,GEN1,GEN1 Holliday junction 5' flap endonuclease
25896,9.12E-10,9.83E-12,0.1516,-6.8090389,-1.03,771.08,INTS7,integrator complex subunit 7
8355,1.08E-09,1.16E-11,0.6859,-6.7845425,-4.65,351.68,H3C8,H3 clustered histone 8
9365,1.10E-09,1.20E-11,0.4039,6.7802251,2.74,294.69,KL,klotho
51421,1.12E-09,1.22E-11,0.3208,6.7774172,2.17,2915.92,AMOTL2,angiomotin like 2
105375508,1.12E-09,1.23E-11,0.4412,6.7771416,2.99,15.54,LOC105375508,uncharacterized LOC105375508
84191,1.15E-09,1.27E-11,0.219,-6.7722378,-1.48,592.87,CIAO2A,cytosolic iron-sulfur assembly component 2A
100288637,1.16E-09,1.28E-11,0.2454,-6.7712333,-1.66,67.66,LOC100288637,OTU deubiquitinase 7A pseudogene
105378217,1.22E-09,1.36E-11,0.7703,6.7623721,5.21,15.06,STK32A-AS1,STK32A antisense RNA 1
11131,1.24E-09,1.38E-11,0.3696,6.7604379,2.5,76.18,CAPN11,calpain 11
107986470,1.25E-09,1.39E-11,0.3904,6.7585521,2.64,42.25,LOC107986470,
1164,1.33E-09,1.50E-11,0.4425,-6.7482904,-2.99,130.5,CKS2,CDC28 protein kinase regulatory subunit 2
26175,1.39E-09,1.57E-11,0.1772,-6.7410709,-1.19,288.95,LYSET,lysosomal enzyme trafficking factor
117178,1.43E-09,1.61E-11,0.2656,-6.7372817,-1.79,437.97,SSX2IP,SSX family member 2 interacting protein
