Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2016,Histidine metabolism Homo sapiens hsa00340,1/24,0.1048089846474298,0.4270850638685576,0,0,9.500716674629718,21.42996644691597,ALDH3A1
KEGG_2016,AMPK signaling pathway Homo sapiens hsa04152,2/124,0.1114951943202194,0.4270850638685576,0,0,3.604007285974499,7.906376720337424,PPP2R2C;CREB5
KEGG_2016,Glycosphingolipid biosynthesis - lacto and neolacto series Homo sapiens hsa00601,1/26,0.1130358410465752,0.4270850638685576,0,0,8.73978021978022,19.05316077984729,B4GALT3
KEGG_2016,Dorso-ventral axis formation Homo sapiens hsa04320,1/27,0.1171211806065414,0.4270850638685576,0,0,8.403212172442942,18.021076299478864,ETV7
KEGG_2016,Dopaminergic synapse Homo sapiens hsa04728,2/129,0.1189851227993038,0.4270850638685576,0,0,3.461242344706912,7.368143219898346,PPP2R2C;CREB5
KEGG_2016,Nicotinate and nicotinamide metabolism Homo sapiens hsa00760,1/29,0.1252361036613152,0.4270850638685576,0,0,7.802197802197802,16.209491106910413,NMNAT2
KEGG_2016,Measles Homo sapiens hsa05162,2/136,0.1296746953672962,0.4270850638685576,0,0,3.279270315091211,6.698651743512782,CCNE2;TNFRSF10D
KEGG_2016,Other types of O-glycan biosynthesis Homo sapiens hsa00514,1/31,0.1332772425291747,0.4270850638685576,0,0,7.281318681318681,14.674214761648551,B4GALT3
KEGG_2016,beta-Alanine metabolism Homo sapiens hsa00410,1/31,0.1332772425291747,0.4270850638685576,0,0,7.281318681318681,14.674214761648551,ALDH3A1
KEGG_2016,Tight junction Homo sapiens hsa04530,2/139,0.1343231140042362,0.4270850638685576,0,0,3.206974858069749,6.438024742602058,PPP2R2C;F11R
KEGG_2016,Cell adhesion molecules (CAMs) Homo sapiens hsa04514,2/142,0.139009040775755,0.4270850638685576,0,0,3.137777777777778,6.191514277015729,NCAM1;F11R
KEGG_2016,Phospholipase D signaling pathway Homo sapiens hsa04072,2/144,0.1421529014463089,0.4270850638685576,0,0,3.093270735524257,6.03451349353303,ARF1;GRM4
KEGG_2016,Hepatitis B Homo sapiens hsa05161,2/146,0.1453120524489282,0.4270850638685576,0,0,3.05,5.883058877536004,CCNE2;CREB5
KEGG_2016,Adrenergic signaling in cardiomyocytes Homo sapiens hsa04261,2/148,0.1484859570901259,0.4270850638685576,0,0,3.0079147640791475,5.736890222424641,PPP2R2C;CREB5
KEGG_2016,Prion diseases Homo sapiens hsa05020,1/35,0.1491408159540994,0.4270850638685576,0,0,6.4234001292824825,12.222859084947466,NCAM1
KEGG_2016,"Alanine, aspartate and glutamate metabolism Homo sapiens hsa00250",1/35,0.1491408159540994,0.4270850638685576,0,0,6.4234001292824825,12.222859084947466,IL4I1
KEGG_2016,Hippo signaling pathway Homo sapiens hsa04390,2/153,0.156481818908878,0.4293323918806562,0,0,2.907579102281089,5.393022637684028,PPP2R2C;BMP5
KEGG_2016,Regulation of autophagy Homo sapiens hsa04140,1/39,0.1647171386488941,0.4293323918806562,0,0,5.746096009253904,10.363231180423412,GABARAPL1
KEGG_2016,Tryptophan metabolism Homo sapiens hsa00380,1/40,0.1685669413334706,0.4293323918806562,0,0,5.598478444632291,9.967656037632254,IL4I1
KEGG_2016,Pyruvate metabolism Homo sapiens hsa00620,1/40,0.1685669413334706,0.4293323918806562,0,0,5.598478444632291,9.967656037632254,LDHD
KEGG_2016,Bladder cancer Homo sapiens hsa05219,1/41,0.1723991923542716,0.4293323918806562,0,0,5.458241758241758,9.595275737842464,CDKN2A
KEGG_2016,Vasopressin-regulated water reabsorption Homo sapiens hsa04962,1/44,0.1837914251072453,0.4293323918806562,0,0,5.076667518527984,8.59963984617019,CREB5
KEGG_2016,Proteasome Homo sapiens hsa03050,1/44,0.1837914251072453,0.4293323918806562,0,0,5.076667518527984,8.59963984617019,PSMB3
KEGG_2016,Cysteine and methionine metabolism Homo sapiens hsa00270,1/45,0.187554257381389,0.4293323918806562,0,0,4.961038961038961,8.303226925237576,IL4I1
KEGG_2016,"Valine, leucine and isoleucine degradation Homo sapiens hsa00280",1/48,0.1987401065984861,0.4293323918806562,0,0,4.643675473462707,7.503052567402758,IL4I1
KEGG_2016,Intestinal immune network for IgA production Homo sapiens hsa04672,1/48,0.1987401065984861,0.4293323918806562,0,0,4.643675473462707,7.503052567402758,CCL28
KEGG_2016,Transcriptional misregulation in cancer Homo sapiens hsa05202,2/180,0.2008682095312497,0.4293323918806562,0,0,2.463171036204744,3.953651249527765,ETV7;PAX5
KEGG_2016,N-Glycan biosynthesis Homo sapiens hsa00510,1/49,0.2024347639912458,0.4293323918806562,0,0,4.5467032967032965,7.262620120354334,B4GALT3
KEGG_2016,Malaria Homo sapiens hsa05144,1/49,0.2024347639912458,0.4293323918806562,0,0,4.5467032967032965,7.262620120354334,COMP
KEGG_2016,Cocaine addiction Homo sapiens hsa05030,1/49,0.2024347639912458,0.4293323918806562,0,0,4.5467032967032965,7.262620120354334,CREB5
KEGG_2016,Vibrio cholerae infection Homo sapiens hsa05110,1/51,0.2097735989300289,0.4293323918806562,0,0,4.364395604395605,6.815991967085185,ARF1
KEGG_2016,Mineral absorption Homo sapiens hsa04978,1/51,0.2097735989300289,0.4293323918806562,0,0,4.364395604395605,6.815991967085185,TF
KEGG_2016,Metabolic pathways Homo sapiens hsa01100,8/1239,0.2098401671622693,0.4293323918806562,0,0,1.4449731151599552,2.2561942388996337,B4GALT3;ALDH3A1;IL4I1;TPO;GK;PYGM;HSD17B6;NMNAT2
KEGG_2016,Autoimmune thyroid disease Homo sapiens hsa05320,1/53,0.2170456325124618,0.4293323918806562,0,0,4.196111580726965,6.410180035186167,TPO
KEGG_2016,Legionellosis Homo sapiens hsa05134,1/55,0.2242514661667607,0.4293323918806562,0,0,4.04029304029304,6.040186540994887,ARF1
KEGG_2016,Regulation of lipolysis in adipocytes Homo sapiens hsa04923,1/56,0.2278297445070806,0.4293323918806562,0,0,3.966633366633367,5.867272176277879,NPR1
KEGG_2016,Non-small cell lung cancer Homo sapiens hsa05223,1/56,0.2278297445070806,0.4293323918806562,0,0,3.966633366633367,5.867272176277879,CDKN2A
KEGG_2016,Starch and sucrose metabolism Homo sapiens hsa00500,1/56,0.2278297445070806,0.4293323918806562,0,0,3.966633366633367,5.867272176277879,PYGM
KEGG_2016,cAMP signaling pathway Homo sapiens hsa04024,2/199,0.2329168401113605,0.4293323918806562,0,0,2.223463056965595,3.239749762275204,NPR1;CREB5
KEGG_2016,Steroid hormone biosynthesis Homo sapiens hsa00140,1/58,0.2349373942808325,0.4293323918806562,0,0,3.827067669172932,5.543263381142671,HSD17B6
KEGG_2016,Glycerolipid metabolism Homo sapiens hsa00561,1/59,0.2384669127460196,0.4293323918806562,0,0,3.7608942781356576,5.391334875277045,GK
KEGG_2016,VEGF signaling pathway Homo sapiens hsa04370,1/61,0.2454777018783458,0.4293323918806562,0,0,3.635164835164835,5.105767727514099,KDR
KEGG_2016,Renin secretion Homo sapiens hsa04924,1/64,0.2558743518777829,0.4293323918806562,0,0,3.4615384615384617,4.718314966043425,NPR1
KEGG_2016,Glioma Homo sapiens hsa05214,1/65,0.2593083134643107,0.4293323918806562,0,0,3.40728021978022,4.59893397345179,CDKN2A
KEGG_2016,Retinol metabolism Homo sapiens hsa00830,1/65,0.2593083134643107,0.4293323918806562,0,0,3.40728021978022,4.59893397345179,HSD17B6
KEGG_2016,Renal cell carcinoma Homo sapiens hsa05211,1/66,0.2627265995764594,0.4293323918806562,0,0,3.3546914623837703,4.484019267557801,PAK3
KEGG_2016,Pancreatic cancer Homo sapiens hsa05212,1/66,0.2627265995764594,0.4293323918806562,0,0,3.3546914623837703,4.484019267557801,CDKN2A
KEGG_2016,Amphetamine addiction Homo sapiens hsa05031,1/67,0.2661292809821518,0.4293323918806562,0,0,3.303696303696304,4.3733441967700015,CREB5
KEGG_2016,Glycolysis / Gluconeogenesis Homo sapiens hsa00010,1/67,0.2661292809821518,0.4293323918806562,0,0,3.303696303696304,4.3733441967700015,ALDH3A1
KEGG_2016,Epithelial cell signaling in Helicobacter pylori infection Homo sapiens hsa05120,1/68,0.269516428181171,0.4293323918806562,0,0,3.254223388551747,4.266696674846698,F11R
KEGG_2016,PPAR signaling pathway Homo sapiens hsa03320,1/69,0.2728881112535999,0.4293323918806562,0,0,3.206205559146736,4.163878052238306,GK
KEGG_2016,Drug metabolism - cytochrome P450 Homo sapiens hsa00982,1/69,0.2728881112535999,0.4293323918806562,0,0,3.206205559146736,4.163878052238306,ALDH3A1
KEGG_2016,Melanoma Homo sapiens hsa05218,1/71,0.2795853641720171,0.4293323918806562,0,0,3.1142857142857143,3.968994002825608,CDKN2A
KEGG_2016,Ras signaling pathway Homo sapiens hsa04014,2/227,0.2806120974013834,0.4293323918806562,0,0,1.944,2.47040020726584,KDR;PAK3
KEGG_2016,Chronic myeloid leukemia Homo sapiens hsa05220,1/73,0.2862215945871041,0.4293323918806562,0,0,3.027472527472528,3.78733471438743,CDKN2A
KEGG_2016,Metabolism of xenobiotics by cytochrome P450 Homo sapiens hsa00980,1/73,0.2862215945871041,0.4293323918806562,0,0,3.027472527472528,3.78733471438743,ALDH3A1
KEGG_2016,Chemical carcinogenesis Homo sapiens hsa05204,1/82,0.315344109523702,0.4568239806567432,0,0,2.68986568986569,3.104349313740142,ALDH3A1
KEGG_2016,Taste transduction Homo sapiens hsa04742,1/83,0.3185064873499441,0.4568239806567432,0,0,2.656928437416242,3.0398248660970864,GRM4
KEGG_2016,TGF-beta signaling pathway Homo sapiens hsa04350,1/84,0.3216544163670548,0.4568239806567432,0,0,2.6247848537005165,2.977234535414672,BMP5
KEGG_2016,Insulin secretion Homo sapiens hsa04911,1/85,0.3247879618768963,0.4568239806567432,0,0,2.593406593406593,2.9165002786608194,CREB5
KEGG_2016,Small cell lung cancer Homo sapiens hsa05222,1/86,0.3279071889288603,0.4568239806567432,0,0,2.5627666451195865,2.8575480358922407,CCNE2
KEGG_2016,ErbB signaling pathway Homo sapiens hsa04012,1/87,0.3310121621627674,0.4568239806567432,0,0,2.5328392537694864,2.8003074857059307,PAK3
KEGG_2016,GABAergic synapse Homo sapiens hsa04727,1/88,0.334102946093774,0.4568239806567432,0,0,2.5035998484274344,2.7447118149779954,GABARAPL1
KEGG_2016,Endocytosis Homo sapiens hsa04144,2/259,0.3348596230709778,0.4568239806567432,0,0,1.6991785559878945,1.858975884209806,ARF1;KDR
KEGG_2016,Ribosome biogenesis in eukaryotes Homo sapiens hsa03008,1/89,0.3371796047704533,0.4568239806567432,0,0,2.475024975024975,2.6906975097608568,NVL
KEGG_2016,mRNA surveillance pathway Homo sapiens hsa03015,1/91,0.3432908016158175,0.4601557553573724,0,0,2.41978021978022,2.587174258353521,PPP2R2C
KEGG_2016,Longevity regulating pathway - mammal Homo sapiens hsa04211,1/94,0.3523532446269213,0.4673316718209693,0,0,2.3413683091102446,2.442330617543333,CREB5
KEGG_2016,Progesterone-mediated oocyte maturation Homo sapiens hsa04914,1/98,0.3642443393416694,0.4720926995585739,0,0,2.2443638835391413,2.266651257671133,CDC25A
KEGG_2016,Neuroactive ligand-receptor interaction Homo sapiens hsa04080,2/277,0.364902936614332,0.4720926995585739,0,0,1.5865050505050504,1.5993936396065025,GRM4;ADRA2B
KEGG_2016,Estrogen signaling pathway Homo sapiens hsa04915,1/99,0.3671832107677797,0.4720926995585739,0,0,2.2213500784929354,2.225558078777643,CREB5
KEGG_2016,HIF-1 signaling pathway Homo sapiens hsa04066,1/103,0.3788049189388885,0.4761517587605838,0,0,2.1338073691014867,2.071359217904193,TF
KEGG_2016,Chagas disease (American trypanosomiasis) Homo sapiens hsa05142,1/104,0.3816772034509442,0.4761517587605838,0,0,2.1129841032753656,2.035184123144433,PPP2R2C
KEGG_2016,T cell receptor signaling pathway Homo sapiens hsa04660,1/104,0.3816772034509442,0.4761517587605838,0,0,2.1129841032753656,2.035184123144433,PAK3
KEGG_2016,TNF signaling pathway Homo sapiens hsa04668,1/110,0.3986370999135905,0.4910558398296088,0,0,1.9960681520314547,1.8357914644549749,CREB5
KEGG_2016,Cholinergic synapse Homo sapiens hsa04725,1/111,0.4014186627178548,0.4910558398296088,0,0,1.9778221778221776,1.8052578843236564,CREB5
KEGG_2016,Glutamatergic synapse Homo sapiens hsa04724,1/114,0.4096872206946381,0.49635182507235,0,0,1.925021880774093,1.71781500260062,GRM4
KEGG_2016,Leukocyte transendothelial migration Homo sapiens hsa04670,1/118,0.4205364604705939,0.5015116547394793,0,0,1.8588334742180896,1.6101663456459625,F11R
KEGG_2016,Vascular smooth muscle contraction Homo sapiens hsa04270,1/120,0.4258868814057484,0.5015116547394793,0,0,1.827407886231416,1.5598415730109116,NPR1
KEGG_2016,Sphingolipid signaling pathway Homo sapiens hsa04071,1/120,0.4258868814057484,0.5015116547394793,0,0,1.827407886231416,1.5598415730109116,PPP2R2C
KEGG_2016,Oocyte meiosis Homo sapiens hsa04114,1/123,0.4338210184599832,0.5061245215366471,0,0,1.7822014051522248,1.488357793631475,CCNE2
KEGG_2016,FoxO signaling pathway Homo sapiens hsa04068,1/133,0.4594929288813865,0.5263282639914063,0,0,1.6463536463536463,1.2802568276675683,GABARAPL1
KEGG_2016,Hepatitis C Homo sapiens hsa05160,1/133,0.4594929288813865,0.5263282639914063,0,0,1.6463536463536463,1.2802568276675683,PPP2R2C
KEGG_2016,Natural killer cell mediated cytotoxicity Homo sapiens hsa04650,1/135,0.4644874075633622,0.5272559761530058,0,0,1.621617188781368,1.2434898398675702,TNFRSF10D
KEGG_2016,Insulin signaling pathway Homo sapiens hsa04910,1/139,0.4743398160523374,0.5316249653374909,0,0,1.574295269947444,1.174158691928883,PYGM
KEGG_2016,Apoptosis Homo sapiens hsa04210,1/140,0.4767747705010831,0.5316249653374909,0,0,1.562890347063009,1.1576501950949958,TNFRSF10D
KEGG_2016,Phagosome Homo sapiens hsa04145,1/154,0.5097153320014466,0.5633695774752832,0,0,1.4188752424046542,0.9561841145529985,COMP
KEGG_2016,Jak-STAT signaling pathway Homo sapiens hsa04630,1/158,0.518744207071707,0.5634635352675438,0,0,1.3824455798978093,0.9073603795431062,IL11RA
KEGG_2016,Oxytocin signaling pathway Homo sapiens hsa04921,1/158,0.518744207071707,0.5634635352675438,0,0,1.3824455798978093,0.9073603795431062,NPR1
KEGG_2016,Alzheimer's disease Homo sapiens hsa05010,1/168,0.5406031861221685,0.5821880465931045,0,0,1.2990063828387182,0.7989795330628301,MME
KEGG_2016,Pathways in cancer Homo sapiens hsa05200,2/397,0.5479007002125503,0.5850465103964521,0,0,1.0977777777777775,0.6604903087732243,CCNE2;CDKN2A
KEGG_2016,Influenza A Homo sapiens hsa05164,1/175,0.5553172167416625,0.58524984876723,0,0,1.2463054187192115,0.7330964975615826,TNFRSF10D
KEGG_2016,Purine metabolism Homo sapiens hsa00230,1/176,0.5573808083497428,0.58524984876723,0,0,1.2391208791208792,0.724274326080944,NPR1
KEGG_2016,Alcoholism Homo sapiens hsa05034,1/179,0.5635149187029522,0.5868006591452231,0,0,1.2180516113100384,0.6986274736701248,CREB5
KEGG_2016,Chemokine signaling pathway Homo sapiens hsa04062,1/187,0.5794644837975175,0.5984633193318624,0,0,1.1651896490606168,0.6357867873764393,CCL28
KEGG_2016,Huntington's disease Homo sapiens hsa05016,1/193,0.5910470515115952,0.6054628332557804,0,0,1.128434065934066,0.5933979444928293,CREB5
KEGG_2016,Proteoglycans in cancer Homo sapiens hsa05205,1/203,0.6096541195946368,0.6194872505558406,0,0,1.072026982918072,0.5305070245265019,KDR
KEGG_2016,Rap1 signaling pathway Homo sapiens hsa04015,1/211,0.6239347236274133,0.6289262014164326,0,0,1.0307692307692309,0.4862236649070828,KDR
KEGG_2016,HTLV-I infection Homo sapiens hsa05166,1/258,0.6979799716794554,0.6979799716794554,0,0,0.8402531320819259,0.3021255086246071,CDKN2A
